,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
770,2,male,32.0,1,1,16.91,C,3,0,0
782,2,male,49.8,4,2,81.58,S,7,0,0
783,2,male,40.4,1,3,25.55,C,5,0,0
786,2,male,21.3,1,2,37.85,S,4,0,0
787,2,female,24.3,2,2,11.02,S,5,0,0
788,2,male,35.4,3,3,82.74,S,7,0,0
801,2,male,50.8,1,3,24.48,S,5,0,0
804,2,female,13.4,0,2,9.5,C,3,0,0
826,2,male,0.5,5,3,0.21,C,9,0,0
831,2,female,13.6,5,1,9.49,S,7,0,0
842,2,female,59.3,2,2,4.52,S,5,0,0
849,2,male,57.0,0,0,9.17,C,1,1,0
855,2,male,67.2,3,1,47.38,S,5,0,0
863,2,male,32.0,2,0,7.89,S,3,0,0
870,2,male,43.2,1,2,35.29,C,4,0,0
882,2,male,45.8,4,4,32.17,S,9,0,0
887,2,female,10.3,4,3,12.25,C,8,0,0
895,2,female,43.4,2,2,148.47,S,5,0,0
900,2,female,19.3,5,1,98.73,C,7,0,0
902,2,male,5.4,1,2,5.37,C,4,0,0
909,2,female,1.7,5,0,28.75,S,6,0,0
915,2,male,26.9,3,1,12.29,S,5,0,0
916,2,female,37.8,2,2,3.05,S,5,0,0
929,2,female,25.0,2,2,4.61,S,5,0,0
934,2,male,34.5,1,3,11.89,Q,5,0,0
936,2,male,21.1,3,4,1.85,C,8,0,0
938,2,male,10.7,5,4,8.67,S,10,0,0
940,2,female,29.0,0,2,3.18,S,3,0,0
941,2,male,48.8,4,4,39.7,S,9,0,0
944,2,female,20.6,2,1,2.78,S,4,0,0
952,2,male,54.4,2,0,82.0,S,3,0,0
963,2,male,19.8,3,0,3.53,S,4,0,0
965,2,female,33.7,5,3,10.1,S,9,0,0
968,2,male,42.7,2,0,41.01,C,3,0,0
985,2,male,9.8,0,1,57.68,S,2,0,0
987,2,male,10.6,0,4,13.82,C,5,0,0
1009,2,male,14.4,1,4,40.76,C,6,0,0
1028,2,female,64.5,3,2,14.41,C,6,0,0
1033,2,male,39.2,1,0,7.92,C,2,0,0
1036,2,male,38.7,3,1,38.55,S,5,0,0
1039,2,male,38.5,4,2,56.75,S,7,0,0
1058,2,male,36.9,4,4,265.95,S,9,0,0
1063,2,male,33.4,1,4,8.82,C,6,0,0
1070,2,male,37.8,1,4,42.57,Q,6,0,0
1076,2,male,30.1,1,0,14.35,S,2,0,0
1081,2,male,34.6,4,0,62.9,S,5,0,0
1082,2,male,42.5,4,1,31.35,S,6,0,0
1093,2,male,9.8,5,4,17.54,S,10,0,0
1097,2,male,7.8,0,4,1.26,C,5,0,0
1105,2,female,62.0,1,3,1.99,S,5,0,0
1112,2,male,28.0,2,2,9.55,S,5,0,0
1118,2,male,35.4,4,3,9.4,S,8,0,0
1127,2,male,29.5,5,2,22.22,S,8,0,0
1129,2,female,9.8,5,3,50.13,Q,9,0,0
1156,2,male,50.4,4,1,8.67,Q,6,0,0
1164,2,female,40.9,1,0,33.1,S,2,0,0
1168,2,male,19.8,3,4,6.39,S,8,0,0
1175,2,male,3.6,3,0,18.22,S,4,0,0
1207,2,male,10.4,5,0,13.78,S,6,0,0
1221,2,male,25.5,0,4,41.92,S,5,0,0
1222,2,female,10.7,1,1,20.89,C,3,0,0
1233,2,female,13.3,0,0,64.99,C,1,1,0
1246,2,female,43.4,2,1,8.35,S,4,0,0
1251,2,male,60.5,3,4,52.25,S,8,0,0
1260,2,male,25.2,2,1,49.2,S,4,0,0
1269,2,male,41.7,0,1,55.2,S,2,0,0
1280,2,male,36.0,4,3,46.14,C,8,0,0
1290,2,male,12.7,0,3,39.48,S,4,0,0
1295,2,male,18.5,2,2,9.59,S,5,0,0
1300,2,male,13.6,5,3,9.12,S,9,0,0
1302,2,male,23.9,2,2,55.26,C,5,0,0
1303,2,female,32.0,0,0,6.11,C,1,1,0
1308,2,male,46.1,4,4,51.42,Q,9,0,0
1316,2,female,26.8,2,3,17.57,S,6,0,0
1318,2,male,44.0,2,2,47.16,S,5,0,0
1336,2,male,19.2,5,2,12.39,S,8,0,0
1339,2,male,22.6,5,3,55.23,S,9,0,0
1346,2,male,27.0,1,0,15.52,C,2,0,0
1358,2,female,24.1,3,4,4.88,S,8,0,0
1361,2,male,25.0,3,4,30.95,S,8,0,0
1365,2,female,17.9,4,3,84.13,S,8,0,0
1368,2,male,18.6,1,1,19.87,S,3,0,0
1373,2,male,33.8,3,2,44.75,S,6,0,0
1390,2,male,9.4,4,4,15.28,S,9,0,0
1391,2,male,25.3,2,2,0.96,C,5,0,0
1394,2,female,57.7,2,2,4.79,S,5,0,0
1402,2,female,41.4,3,1,8.85,S,5,0,0
1410,2,female,38.8,1,3,85.92,S,5,0,0
1421,2,female,11.7,5,3,45.86,C,9,0,0
1422,2,male,26.1,3,2,63.77,S,6,0,0
1426,2,female,8.5,4,4,4.3,S,9,0,0
1430,2,male,38.4,1,2,3.25,S,4,0,0
1434,2,male,18.4,0,1,34.67,S,2,0,0
1441,2,male,15.4,1,4,44.08,S,6,0,0
1458,2,female,46.9,1,1,3.25,S,3,0,0
1470,2,male,31.9,2,1,1.61,S,4,0,0
1473,2,female,34.8,3,2,7.84,C,6,0,0
1483,2,female,50.3,3,0,7.04,S,4,0,0
1484,2,male,38.0,4,3,0.46,S,8,0,0
1489,2,male,28.0,3,2,45.14,S,6,0,0
1492,2,male,0.0,0,0,70.93,S,1,1,0
1493,2,male,23.3,2,4,9.85,S,7,0,0
1496,2,male,26.5,3,0,64.75,S,4,0,0
1498,2,male,1.0,5,3,8.42,S,9,0,0
1500,2,male,24.3,4,2,35.48,S,7,0,0
1503,2,male,46.4,2,0,14.99,C,3,0,0
1505,2,female,10.9,2,2,28.39,Q,5,0,0
1507,2,male,18.7,5,4,12.63,C,10,0,0
1526,2,female,43.8,1,1,23.34,S,3,0,0
1534,2,female,28.6,2,3,9.71,C,6,0,0
1551,2,male,38.3,4,4,0.54,S,9,0,0
1555,2,male,53.2,1,3,40.24,S,5,0,0
1569,2,male,17.0,0,4,25.74,S,5,0,0
1570,2,female,32.0,4,3,20.37,S,8,0,0
1587,2,female,18.3,3,0,23.7,S,4,0,0
1593,2,female,16.0,0,0,51.43,S,1,1,0
1600,2,male,40.0,3,4,1.36,C,8,0,0
1622,2,male,28.3,1,4,3.22,S,6,0,0
1629,2,female,30.1,5,1,15.74,S,7,0,0
1652,2,male,47.9,1,2,114.37,S,4,0,0
1675,2,female,42.4,0,4,2.22,S,5,0,0
1677,2,female,19.8,4,0,112.78,C,5,0,0
1684,2,male,14.8,3,4,2.97,S,8,0,0
1691,2,male,38.5,4,2,28.43,S,7,0,0
1711,2,female,17.7,4,2,7.57,S,7,0,0
1716,2,male,53.4,3,3,13.02,S,7,0,0
1719,2,male,19.0,2,0,15.49,Q,3,0,0
1720,2,male,74.9,3,3,89.03,S,7,0,0
1721,2,female,37.6,0,1,79.88,S,2,0,0
1732,2,male,22.2,0,4,50.21,C,5,0,0
1767,2,male,30.2,2,4,12.28,S,7,0,0
1775,2,female,22.6,3,1,93.75,S,5,0,0
1778,2,female,23.1,4,0,14.03,S,5,0,0
1780,2,female,27.4,4,2,3.29,C,7,0,0
1794,2,male,49.7,1,4,14.16,S,6,0,0
1813,2,male,17.0,4,2,54.88,S,7,0,0
1816,2,male,23.6,1,3,44.68,S,5,0,0
1862,2,male,31.2,3,4,51.48,S,8,0,0
1863,2,male,2.3,2,4,19.59,S,7,0,0
1867,2,male,36.8,2,0,0.5,C,3,0,0
1877,2,male,11.7,5,3,109.56,C,9,0,0
1879,2,male,32.5,1,3,8.63,S,5,0,0
1885,2,female,9.5,2,4,50.61,S,7,0,0
1897,2,male,28.5,5,2,111.59,C,8,0,0
1900,2,female,31.9,0,0,24.11,S,1,1,0
1903,2,female,13.0,3,0,13.95,S,4,0,0
1917,2,male,24.5,2,0,34.83,S,3,0,0
1927,2,female,50.4,2,4,31.73,C,7,0,0
1931,2,female,42.0,2,2,18.22,S,5,0,0
1936,2,female,52.5,2,1,3.69,S,4,0,0
1949,2,male,0.0,4,2,22.48,S,7,0,0
1970,2,female,33.4,4,4,24.97,C,9,0,0
1976,2,male,18.0,3,1,16.3,S,5,0,0
1984,2,female,25.3,4,4,40.68,S,9,0,0
1987,2,female,38.7,1,4,2.8,C,6,0,0
2003,2,female,8.3,4,0,22.22,S,5,0,0
2006,2,male,24.0,0,4,212.84,S,5,0,0
2014,2,female,34.8,5,3,11.08,S,9,0,0
2016,2,female,23.8,5,1,65.31,S,7,0,0
2021,2,male,19.3,3,1,5.86,S,5,0,0
2025,2,female,35.3,5,0,94.34,S,6,0,0
2031,2,female,48.8,4,4,11.01,S,9,0,0
2032,2,male,33.1,5,2,50.77,C,8,0,0
2077,2,female,35.6,4,3,8.0,C,8,0,0
2093,2,female,12.1,5,1,46.83,S,7,0,0
2112,2,female,29.4,2,2,63.67,S,5,0,0
2115,2,female,43.1,1,3,33.14,S,5,0,0
2117,2,male,41.4,5,4,26.35,S,10,0,0
2127,2,male,38.4,0,0,18.06,S,1,1,0
2133,2,male,38.3,4,2,57.56,S,7,0,0
2148,2,male,23.9,2,0,6.12,S,3,0,0
2155,2,female,49.3,3,3,33.57,S,7,0,0
2169,2,female,26.6,4,3,1.16,S,8,0,0
2176,2,female,32.1,4,1,21.71,S,6,0,0
2183,2,male,22.9,0,0,3.21,Q,1,1,0
2195,2,male,15.5,1,0,8.22,S,2,0,0
2202,2,female,32.3,4,4,71.3,S,9,0,0
2203,2,male,44.8,5,1,2.49,S,7,0,0
2215,2,female,29.9,0,2,40.85,Q,3,0,0
2219,2,male,36.2,2,2,5.45,S,5,0,0
2237,2,male,19.7,5,1,79.48,S,7,0,0
2242,2,male,23.4,1,3,55.06,S,5,0,0
2261,2,male,20.6,0,3,36.79,S,4,0,0
2263,2,female,28.8,3,2,13.03,S,6,0,0
2266,2,female,52.3,3,4,14.4,S,8,0,0
2268,2,male,20.8,2,0,78.55,Q,3,0,0
2269,2,male,38.4,5,2,6.77,S,8,0,0
2275,2,male,17.6,3,0,70.2,S,4,0,0
2280,2,male,0.0,4,2,10.92,C,7,0,0
2281,2,male,37.3,4,0,8.45,S,5,0,0
2282,2,female,32.7,1,4,187.11,S,6,0,0
2284,2,male,13.2,1,1,127.44,S,3,0,0
2290,2,female,26.3,2,0,47.37,S,3,0,0
2292,2,female,13.4,5,1,6.04,S,7,0,0
2309,2,female,17.7,1,3,1.65,S,5,0,0
2319,2,male,9.6,5,4,3.98,Q,10,0,0
2327,2,male,18.3,2,0,28.01,C,3,0,0
2329,2,male,21.5,4,4,41.2,S,9,0,0
2337,2,female,14.9,3,4,84.04,C,8,0,0
2343,2,male,26.5,2,0,43.03,S,3,0,0
2355,2,male,49.4,1,3,10.45,S,5,0,0
2376,2,male,23.9,4,2,26.43,Q,7,0,0
2384,2,female,18.4,4,0,5.93,S,5,0,0
2396,2,female,37.7,2,0,23.21,S,3,0,0
2406,2,male,25.9,1,3,24.36,S,5,0,0
2411,2,male,36.1,5,4,14.26,S,10,0,0
2417,2,female,33.0,2,4,4.19,S,7,0,0
2424,2,male,19.8,5,4,24.18,S,10,0,0
2436,2,male,6.7,0,3,56.75,C,4,0,0
2438,2,female,34.1,5,3,4.7,S,9,0,0
2448,2,male,47.0,3,1,13.48,C,5,0,0
2449,2,female,32.0,4,0,41.74,S,5,0,0
2454,2,male,11.9,0,0,11.14,C,1,1,0
2459,2,male,44.4,5,1,2.46,S,7,0,0
2466,2,female,40.5,2,4,4.98,S,7,0,0
2469,2,male,31.2,2,1,134.51,S,4,0,0
2474,2,female,10.8,0,4,12.97,S,5,0,0
2476,2,male,16.9,2,3,13.38,S,6,0,0
2494,2,male,21.9,1,4,5.07,S,6,0,0
2522,2,female,19.3,5,1,16.8,S,7,0,0
2550,2,male,52.2,3,2,3.54,Q,6,0,0
2556,2,male,27.2,4,0,6.46,S,5,0,0
2584,2,male,18.6,4,4,4.24,C,9,0,0
2588,2,female,5.1,1,3,18.18,S,5,0,0
2605,2,male,22.0,2,2,2.11,S,5,0,0
2609,2,female,18.1,5,3,5.07,Q,9,0,0
2611,2,female,34.1,3,2,5.6,S,6,0,0
2615,2,female,27.1,0,4,22.05,C,5,0,0
2616,2,female,27.2,2,0,22.49,S,3,0,0
2640,2,male,21.4,0,3,18.18,S,4,0,0
2648,2,female,22.3,1,3,2.31,Q,5,0,0
2650,2,male,31.5,3,2,39.4,S,6,0,0
2679,2,male,4.6,4,2,48.44,S,7,0,0
2690,2,male,11.0,2,2,5.77,Q,5,0,0
2691,2,female,0.0,3,4,45.64,S,8,0,0
2693,2,female,16.1,4,0,1.79,S,5,0,0
2702,2,female,48.6,1,4,23.16,C,6,0,0
2714,2,male,10.1,4,0,6.0,S,5,0,0
2715,2,male,56.6,3,3,81.26,S,7,0,0
2739,2,male,33.1,5,3,13.04,S,9,0,0
2740,2,male,3.1,1,1,20.97,S,3,0,0
2747,2,female,30.7,4,0,3.39,S,5,0,0
2753,2,female,39.8,5,1,2.4,Q,7,0,0
2755,2,male,9.4,1,3,3.81,S,5,0,0
2768,2,female,42.8,2,3,34.77,C,6,0,0
2778,2,male,26.5,5,1,18.03,S,7,0,0
2785,2,male,43.8,3,4,27.13,C,8,0,0
2792,2,male,22.6,0,3,2.27,C,4,0,0
2796,2,male,26.5,0,4,21.05,S,5,0,0
2808,2,male,28.9,1,1,12.07,S,3,0,0
2813,2,female,33.4,1,3,10.49,S,5,0,0
2823,2,male,29.1,1,0,68.28,S,2,0,0
2828,2,male,23.9,4,1,5.04,S,6,0,0
2834,2,male,13.4,1,4,21.5,C,6,0,0
2837,2,female,20.9,2,0,51.9,Q,3,0,0
2845,2,male,35.1,3,1,37.35,S,5,0,0
2847,2,female,15.9,2,1,64.35,S,4,0,0
2848,2,male,14.3,4,2,13.15,S,7,0,0
2858,2,male,50.5,1,4,35.17,S,6,0,0
2869,2,female,51.7,0,1,6.18,S,2,0,0
2873,2,female,16.7,5,0,7.58,S,6,0,0
2877,2,male,33.8,4,4,28.52,S,9,0,0
2879,2,male,48.0,5,4,29.2,S,10,0,0
2880,2,male,55.7,5,4,29.38,S,10,0,0
2886,2,female,41.8,1,2,101.55,Q,4,0,0
2890,2,male,21.6,4,3,7.93,S,8,0,0
2899,2,male,39.2,4,0,22.19,S,5,0,0
2907,2,male,39.8,0,0,41.17,C,1,1,0
2918,2,male,24.3,4,4,4.75,Q,9,0,0
2924,2,male,45.2,3,3,22.93,C,7,0,0
2941,2,male,50.6,2,2,144.08,S,5,0,0
2945,2,female,8.1,2,1,20.52,S,4,0,0
2946,2,female,41.9,1,1,17.15,S,3,0,0
2948,2,female,23.3,2,4,91.7,S,7,0,0
2953,2,male,32.0,4,3,178.44,S,8,0,0
2960,2,female,18.1,0,1,128.47,S,2,0,0
2962,2,female,4.4,3,4,43.86,C,8,0,0
2967,2,female,27.5,0,0,52.9,C,1,1,0
2990,2,male,40.6,3,0,140.37,S,4,0,0
3018,2,male,11.7,1,4,4.3,S,6,0,0
3021,2,male,26.4,3,2,58.03,S,6,0,0
3033,2,female,20.8,5,0,31.6,S,6,0,0
3042,2,female,19.0,2,2,4.76,S,5,0,0
3057,2,male,36.4,3,2,2.08,Q,6,0,0
3058,2,male,29.7,0,3,62.57,S,4,0,0
3077,2,male,46.2,0,0,21.82,S,1,1,0
3086,2,male,28.3,2,0,17.15,S,3,0,0
3088,2,female,30.6,3,0,88.16,S,4,0,0
3098,2,male,41.0,0,4,10.35,S,5,0,0
3104,2,male,26.4,5,1,34.37,Q,7,0,0
3107,2,female,22.5,4,0,11.73,C,5,0,0
3108,2,male,27.9,0,0,16.74,S,1,1,0
3114,2,male,33.8,0,2,8.96,S,3,0,0
3134,2,male,46.7,1,1,19.61,S,3,0,0
3140,2,female,39.2,5,3,21.99,S,9,0,0
3143,2,male,23.9,5,1,40.16,S,7,0,0
3145,2,male,31.8,2,1,11.47,Q,4,0,0
3154,2,female,0.0,1,3,13.63,C,5,0,0
3165,2,male,52.5,4,0,8.82,S,5,0,0
3169,2,male,20.3,5,0,32.56,Q,6,0,0
3184,2,male,39.0,4,3,49.14,Q,8,0,0
3190,2,male,32.8,2,1,4.26,S,4,0,0
3193,2,female,46.8,3,0,47.33,S,4,0,0
3199,2,female,36.2,2,1,19.14,S,4,0,0
3210,2,male,28.2,2,2,20.43,Q,5,0,0
3215,2,female,30.2,5,2,49.66,S,8,0,0
3220,2,male,49.7,5,3,51.99,S,9,0,0
3233,2,female,31.5,0,3,24.2,S,4,0,0
3236,2,male,25.6,0,1,4.22,S,2,0,0
3239,2,male,36.1,2,3,57.27,C,6,0,0
3241,2,male,17.9,1,1,42.66,Q,3,0,0
3257,2,male,4.6,4,4,17.31,S,9,0,0
3260,2,male,45.0,3,4,14.17,S,8,0,0
3261,2,female,5.7,2,3,13.02,Q,6,0,0
3271,2,male,23.8,1,1,56.07,S,3,0,0
3277,2,female,29.7,2,4,21.18,S,7,0,0
3281,2,female,29.0,2,3,6.96,C,6,0,0
3292,2,female,27.1,0,2,115.92,S,3,0,0
3304,2,male,30.9,4,1,29.0,S,6,0,0
3309,2,male,24.5,0,3,59.84,C,4,0,0
3332,2,female,37.1,0,4,8.48,S,5,0,0
3333,2,male,38.1,5,1,44.13,C,7,0,0
3338,2,male,28.5,0,2,6.26,S,3,0,0
3349,2,male,38.3,1,4,28.42,S,6,0,0
3350,2,male,20.9,0,4,18.82,C,5,0,0
3367,2,female,28.1,1,3,28.35,S,5,0,0
3368,2,male,32.0,3,2,55.84,S,6,0,0
3384,2,male,13.1,1,3,0.39,S,5,0,0
3408,2,female,19.5,1,1,11.01,S,3,0,0
3425,2,female,27.5,1,0,17.05,S,2,0,0
3436,2,male,6.0,0,4,8.31,S,5,0,0
3440,2,female,22.3,3,3,25.9,C,7,0,0
3449,2,female,40.7,3,1,105.03,S,5,0,0
3464,2,male,58.4,0,3,44.77,C,4,0,0
3469,2,male,14.9,5,3,151.26,S,9,0,0
3472,2,female,32.3,1,4,54.44,S,6,0,0
3477,2,male,45.3,4,2,13.98,S,7,0,0
3480,2,female,30.7,1,3,26.67,S,5,0,0
3487,2,male,32.8,0,0,21.42,S,1,1,0
3503,2,male,16.0,4,4,60.91,S,9,0,0
3509,2,male,32.4,0,1,36.36,S,2,0,0
3517,2,male,16.5,4,1,35.57,S,6,0,0
3519,2,female,40.5,2,2,28.94,S,5,0,0
3521,2,male,35.6,0,0,59.66,S,1,1,0
3524,2,male,38.3,4,0,23.67,S,5,0,0
3533,2,male,21.4,5,1,52.01,S,7,0,0
3547,2,male,26.8,0,4,21.4,S,5,0,0
3554,2,male,35.4,4,1,9.67,S,6,0,0
3563,2,male,30.9,0,0,11.06,S,1,1,0
3571,2,male,27.4,0,0,67.11,Q,1,1,0
3579,2,male,49.9,4,2,9.81,S,7,0,0
3580,2,male,31.7,1,3,7.43,C,5,0,0
3592,2,male,19.3,4,3,0.76,S,8,0,0
3600,2,female,16.7,5,3,81.83,S,9,0,0
3604,2,male,18.4,1,2,61.51,C,4,0,0
3622,2,male,21.1,2,1,0.05,Q,4,0,0
3631,2,male,40.8,3,0,56.96,Q,4,0,0
3634,2,male,34.2,0,0,19.79,S,1,1,0
3643,2,female,39.7,4,2,5.35,S,7,0,0
3646,2,female,18.5,5,3,79.18,S,9,0,0
3651,2,male,29.5,4,4,6.81,Q,9,0,0
3662,2,female,15.1,5,1,25.9,Q,7,0,0
3670,2,male,35.9,2,2,6.19,S,5,0,0
3689,2,female,6.7,4,4,26.4,S,9,0,0
3695,2,male,31.0,3,0,39.67,S,4,0,0
3700,2,female,35.4,4,4,27.15,S,9,0,0
3702,2,male,55.2,0,3,67.68,S,4,0,0
3718,2,male,51.0,3,3,24.28,S,7,0,0
3739,2,female,66.2,3,1,11.77,S,5,0,0
3747,2,male,24.9,1,3,3.58,S,5,0,0
3752,2,male,20.9,3,0,14.97,C,4,0,0
3757,2,male,31.7,5,3,10.16,S,9,0,0
3762,2,male,38.6,5,3,8.31,S,9,0,0
3763,2,female,36.7,2,0,24.62,S,3,0,0
3767,2,male,39.3,0,3,15.0,S,4,0,0
3804,2,male,30.3,5,4,1.57,S,10,0,0
3807,2,male,26.4,3,3,93.64,S,7,0,0
3812,2,male,6.1,4,0,26.05,S,5,0,0
3816,2,male,59.1,5,4,8.96,S,10,0,0
3821,2,female,49.2,0,3,3.72,S,4,0,0
3837,2,male,15.5,5,2,3.84,S,8,0,0
3858,2,male,39.9,0,4,2.19,S,5,0,0
3869,2,male,14.8,4,4,30.42,S,9,0,0
3871,2,male,30.2,1,4,22.39,C,6,0,0
3878,2,male,28.7,2,3,1.92,S,6,0,0
3883,2,male,24.1,4,0,0.29,S,5,0,0
3900,2,male,26.3,4,1,25.67,S,6,0,0
3905,2,male,28.0,2,3,55.63,S,6,0,0
3909,2,female,29.5,3,0,55.59,S,4,0,0
3925,2,female,34.0,2,1,8.43,S,4,0,0
3939,2,female,17.5,0,2,8.61,C,3,0,0
3942,2,male,28.3,1,1,35.43,S,3,0,0
3944,2,male,43.8,1,1,3.34,Q,3,0,0
3954,2,male,56.5,0,0,19.68,S,1,1,0
3958,2,female,43.2,1,0,4.17,C,2,0,0
3964,2,female,33.8,1,0,25.38,S,2,0,0
3971,2,male,1.2,2,0,14.79,C,3,0,0
3974,2,female,70.0,3,1,17.5,S,5,0,0
3978,2,male,42.4,5,4,28.45,S,10,0,0
3983,2,male,21.7,3,1,101.71,Q,5,0,0
3988,2,male,1.7,3,2,45.05,S,6,0,0
3990,2,male,13.6,5,3,8.9,S,9,0,0
3997,2,male,11.5,0,4,13.65,S,5,0,0
3998,2,female,30.0,1,3,26.02,S,5,0,0
4000,2,male,26.7,0,2,67.63,C,3,0,0
4005,2,female,40.8,2,3,28.55,S,6,0,0
4015,2,male,1.5,5,4,77.18,S,10,0,0
4018,2,female,0.0,2,3,2.69,C,6,0,0
4034,2,male,30.0,3,2,50.44,S,6,0,0
4041,2,female,22.5,0,4,40.69,C,5,0,0
4047,2,male,9.1,1,2,2.6,S,4,0,0
4049,2,female,45.8,0,3,6.04,S,4,0,0
4063,2,male,27.9,1,1,18.1,S,3,0,0
4072,2,male,31.1,1,2,48.39,C,4,0,0
4095,2,male,41.1,1,1,14.05,S,3,0,0
4103,2,female,26.6,1,0,11.66,C,2,0,0
4111,2,female,26.8,3,1,17.3,C,5,0,0
4113,2,male,23.7,5,3,6.35,S,9,0,0
4114,2,male,40.9,5,3,2.37,S,9,0,0
4129,2,male,7.4,0,0,30.41,S,1,1,0
4130,2,male,50.1,4,3,7.67,S,8,0,0
4134,2,male,35.6,1,4,40.37,Q,6,0,0
4146,2,female,10.6,4,0,1.49,C,5,0,0
4153,2,male,36.8,0,0,25.28,Q,1,1,0
4155,2,male,42.5,2,4,53.23,S,7,0,0
