,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
221,3,male,44.2,3,4,53.37,S,8,0,0
222,3,female,40.2,1,0,90.52,S,2,0,0
223,3,male,23.2,1,3,88.47,S,5,0,0
224,1,male,25.3,2,4,124.74,S,7,0,0
227,2,female,22.8,3,1,32.07,S,5,0,0
231,3,male,0.4,1,1,52.55,S,3,0,0
232,3,female,17.0,1,1,14.37,S,3,0,0
234,1,male,18.5,1,0,74.75,S,2,0,0
236,2,female,43.9,2,1,27.14,S,4,0,0
239,1,male,30.9,2,3,3.49,S,6,0,0
243,3,female,17.7,2,2,85.14,S,5,0,0
244,1,female,39.4,3,0,16.77,S,4,0,0
246,3,female,32.7,0,3,3.6,S,4,0,0
250,1,male,27.7,1,1,15.66,S,3,0,0
251,3,male,15.9,3,2,61.08,S,6,0,0
253,3,male,39.4,0,3,10.61,S,4,0,0
259,3,female,17.8,2,4,2.44,S,7,0,0
260,3,male,43.6,5,0,16.23,S,6,0,0
268,1,female,16.6,3,4,52.19,S,8,0,0
275,3,female,0.9,1,0,62.65,S,2,0,0
282,3,male,16.5,1,3,33.59,S,5,0,0
283,2,male,60.1,1,2,4.01,S,4,0,0
287,3,female,54.0,2,1,2.59,S,4,0,0
288,3,male,12.0,4,2,3.14,S,7,0,0
289,3,female,26.1,2,1,8.61,S,4,0,0
291,3,male,36.1,3,3,21.29,S,7,0,0
293,3,female,44.9,4,1,60.59,S,6,0,0
294,2,female,33.8,4,3,6.82,S,8,0,0
295,3,female,23.2,1,3,9.61,S,5,0,0
297,1,female,35.1,3,2,0.88,S,6,0,0
299,2,male,31.2,2,0,23.58,S,3,0,0
302,1,male,35.7,3,2,7.67,S,6,0,0
307,3,female,32.3,2,3,24.41,S,6,0,0
309,1,male,15.4,4,1,37.74,S,6,0,0
311,3,female,21.6,3,2,39.58,S,6,0,0
312,1,male,20.4,4,4,13.38,S,9,0,0
316,1,male,21.9,0,0,1.29,S,1,1,0
318,3,male,35.2,4,0,0.24,S,5,0,0
319,3,female,5.6,5,0,70.13,S,6,0,0
320,3,female,33.1,0,0,55.95,S,1,1,0
323,3,male,35.5,0,2,3.55,S,3,0,0
327,1,female,0.0,0,1,22.0,S,2,0,0
328,3,male,10.2,5,2,94.7,S,8,0,0
330,1,male,21.2,1,1,133.37,S,3,0,0
332,3,male,29.2,1,0,4.87,S,2,0,0
334,3,female,43.3,0,0,41.54,S,1,1,0
335,3,male,26.2,5,0,10.68,S,6,0,0
338,3,male,44.6,0,3,46.14,S,4,0,0
340,3,male,14.0,3,2,43.29,S,6,0,0
341,2,female,19.1,4,3,2.4,S,8,0,0
342,2,male,44.2,3,2,13.07,S,6,0,0
343,1,female,16.5,3,4,46.42,S,8,0,0
344,3,male,19.8,3,1,50.68,S,5,0,0
345,3,male,15.5,2,4,12.28,S,7,0,0
347,3,male,39.4,5,1,10.21,S,7,0,0
350,1,male,38.1,4,1,25.65,S,6,0,0
354,2,male,32.0,3,3,5.54,S,7,0,0
359,2,male,37.0,5,2,45.04,S,8,0,0
360,3,female,47.8,4,0,37.91,S,5,0,0
362,1,male,28.9,3,0,13.26,S,4,0,0
363,1,male,29.2,4,1,12.25,S,6,0,0
368,1,female,50.8,2,3,207.32,S,6,0,0
369,2,female,35.6,0,0,0.05,S,1,1,0
370,1,female,30.5,1,3,37.15,S,5,0,0
371,3,male,38.2,5,0,24.54,S,6,0,0
372,3,female,38.2,2,1,19.73,S,4,0,0
374,1,male,18.4,3,2,22.64,S,6,0,0
375,3,female,22.3,0,4,19.52,S,5,0,0
377,3,female,39.7,3,2,60.67,S,6,0,0
379,1,male,11.2,3,2,29.12,S,6,0,0
380,3,male,34.5,1,2,63.89,S,4,0,0
387,2,female,46.8,2,4,2.12,S,7,0,0
391,3,female,19.6,1,1,60.37,S,3,0,0
392,2,male,27.6,4,4,4.21,S,9,0,0
394,3,male,16.6,0,1,57.93,S,2,0,0
397,3,male,26.7,3,2,11.18,S,6,0,0
400,3,female,36.4,1,0,3.61,S,2,0,0
402,3,male,25.5,5,1,82.69,S,7,0,0
406,3,male,37.0,2,4,38.66,S,7,0,0
407,2,male,31.2,4,3,48.47,S,8,0,0
409,2,male,29.9,5,2,9.81,S,8,0,0
410,3,male,19.5,2,1,45.78,S,4,0,0
413,2,female,18.3,2,0,21.04,S,3,0,0
415,3,male,22.1,4,4,7.72,S,9,0,0
416,1,female,34.9,1,0,1.59,S,2,0,0
417,2,female,29.7,1,0,14.98,S,2,0,0
422,1,male,36.0,4,1,14.94,S,6,0,0
423,3,male,63.2,0,2,12.58,S,3,0,0
424,3,female,15.2,4,0,81.3,S,5,0,0
425,3,male,29.6,5,0,70.3,S,6,0,0
428,3,female,19.6,0,1,50.3,S,2,0,0
429,2,male,27.3,3,1,34.88,S,5,0,0
430,3,male,31.2,1,4,26.61,S,6,0,0
432,3,male,4.0,3,4,4.62,S,8,0,0
433,3,male,49.0,0,4,85.16,S,5,0,0
434,2,female,40.7,3,2,115.49,S,6,0,0
436,3,male,16.5,2,4,93.88,S,7,0,0
440,3,male,41.1,0,2,7.18,S,3,0,0
442,3,male,4.6,1,4,9.66,S,6,0,0
449,2,male,38.3,4,4,6.58,S,9,0,0
452,3,male,10.2,0,0,83.55,S,1,1,0
454,1,male,19.0,0,2,37.91,S,3,0,0
455,3,male,29.9,4,3,60.84,S,8,0,0
456,3,male,23.5,4,2,22.58,S,7,0,0
457,1,male,32.7,1,1,45.08,S,3,0,0
458,3,female,41.3,0,4,119.17,S,5,0,0
459,3,female,19.1,0,0,5.66,S,1,1,0
460,1,male,31.1,5,1,2.34,S,7,0,0
463,2,male,38.6,0,0,11.26,S,1,1,0
466,3,male,34.8,3,3,9.83,S,7,0,0
470,1,male,34.0,3,3,3.34,S,7,0,0
472,3,male,33.7,2,0,3.26,S,3,0,0
474,3,male,1.9,1,3,6.92,S,5,0,0
476,3,female,43.6,2,0,3.63,S,3,0,0
479,1,female,14.5,0,4,7.36,S,5,0,0
482,3,female,29.6,5,3,28.99,S,9,0,0
487,1,female,51.9,0,0,56.01,S,1,1,0
490,3,male,29.4,5,1,13.64,S,7,0,0
492,3,male,23.7,2,1,39.28,S,4,0,0
493,2,male,29.7,2,3,1.22,S,6,0,0
494,2,female,48.3,3,4,34.88,S,8,0,0
495,3,male,23.0,3,3,4.09,S,7,0,0
496,2,female,43.9,1,1,10.87,S,3,0,0
497,1,male,27.9,4,1,53.11,S,6,0,0
501,3,female,42.7,1,0,35.27,S,2,0,0
502,2,male,40.7,3,4,4.52,S,8,0,0
505,3,male,51.6,2,2,56.1,S,5,0,0
514,3,male,8.7,0,4,19.79,S,5,0,0
515,1,male,28.3,3,0,93.89,S,4,0,0
516,1,male,14.1,0,0,27.92,S,1,1,0
525,1,male,9.0,0,0,5.54,S,1,1,0
526,3,male,15.0,4,3,0.73,S,8,0,0
527,3,male,43.7,1,4,32.84,S,6,0,0
528,3,male,36.6,0,4,29.56,S,5,0,0
533,1,male,48.1,0,0,7.96,S,1,1,0
537,3,male,26.8,0,1,4.2,S,2,0,0
539,3,male,17.2,1,3,63.66,S,5,0,0
541,2,female,23.6,3,4,50.12,S,8,0,0
544,3,female,17.1,0,2,31.54,S,3,0,0
545,3,male,59.3,5,3,38.46,S,9,0,0
550,3,male,36.1,3,4,6.91,S,8,0,0
555,3,male,30.5,0,0,122.02,S,1,1,0
556,3,female,14.7,3,0,71.87,S,4,0,0
557,3,female,47.1,1,4,22.67,S,6,0,0
561,1,male,31.6,3,2,66.24,S,6,0,0
564,2,male,62.0,2,0,8.25,S,3,0,0
566,3,female,34.3,4,3,6.01,S,8,0,0
567,2,male,8.8,1,1,52.8,S,3,0,0
570,3,female,31.9,2,1,92.49,S,4,0,0
576,3,male,41.4,2,3,0.48,S,6,0,0
578,3,female,17.5,0,0,16.73,S,1,1,0
579,3,female,26.8,2,2,31.91,S,5,0,0
580,3,male,46.2,5,1,126.18,S,7,0,0
582,1,female,44.8,5,4,14.39,S,10,0,0
583,3,female,20.8,3,4,21.2,S,8,0,0
585,2,male,28.6,3,3,43.55,S,7,0,0
586,1,female,13.4,1,3,39.04,S,5,0,0
587,2,female,2.4,3,0,0.34,S,4,0,0
590,3,male,46.0,3,2,9.23,S,6,0,0
593,3,female,48.1,3,0,13.36,S,4,0,0
595,2,male,35.6,5,3,85.8,S,9,0,0
597,3,female,0.0,4,3,19.35,S,8,0,0
598,3,male,22.3,1,1,2.93,S,3,0,0
599,1,male,3.0,5,4,11.18,S,10,0,0
600,2,male,38.3,0,2,25.29,S,3,0,0
602,3,female,71.3,1,2,24.64,S,4,0,0
603,3,male,21.7,2,0,12.01,S,3,0,0
607,3,female,11.5,1,2,20.49,S,4,0,0
608,3,male,11.1,4,1,13.01,S,6,0,0
613,2,female,11.6,1,1,9.33,S,3,0,0
617,3,male,32.3,1,4,208.04,S,6,0,0
620,2,male,17.9,1,1,60.19,S,3,0,0
621,3,male,32.8,4,1,13.97,S,6,0,0
623,3,male,16.5,3,0,18.36,S,4,0,0
624,3,male,32.9,1,1,21.08,S,3,0,0
625,2,male,39.4,2,3,259.95,S,6,0,0
626,3,male,16.0,1,3,0.63,S,5,0,0
629,1,male,14.3,4,3,30.79,S,8,0,0
632,3,male,41.2,4,1,26.65,S,6,0,0
636,3,female,34.7,2,1,1.09,S,4,0,0
639,3,male,24.0,1,2,24.78,S,4,0,0
640,3,female,37.4,0,4,16.12,S,5,0,0
642,3,female,45.9,3,4,7.18,S,8,0,0
643,2,male,13.2,0,3,17.87,S,4,0,0
644,2,female,13.2,1,2,11.59,S,4,0,0
650,1,male,29.1,4,3,7.03,S,8,0,0
652,3,male,36.2,5,0,2.95,S,6,0,0
654,3,male,36.7,5,1,41.35,S,7,0,0
656,2,male,20.4,1,1,34.88,S,3,0,0
660,2,female,39.3,3,4,51.22,S,8,0,0
662,3,female,49.7,0,0,5.2,S,1,1,0
663,2,female,9.8,0,2,49.98,S,3,0,0
664,3,female,34.7,2,0,109.97,S,3,0,0
667,1,male,17.4,3,3,12.4,S,7,0,0
668,3,male,49.2,2,1,48.66,S,4,0,0
669,1,male,20.8,5,1,25.07,S,7,0,0
670,3,male,0.0,3,0,1.91,S,4,0,0
672,1,male,25.7,0,3,44.72,S,4,0,0
673,3,male,55.0,1,1,12.61,S,3,0,0
676,2,female,26.2,3,2,133.64,S,6,0,0
677,3,male,26.1,4,2,45.3,S,7,0,0
685,3,female,37.3,0,4,30.33,S,5,0,0
686,3,female,17.7,3,0,13.34,S,4,0,0
689,3,female,22.4,5,4,4.49,S,10,0,0
690,1,male,0.0,1,0,5.06,S,2,0,0
692,3,male,33.1,3,3,26.81,S,7,0,0
693,1,male,22.7,5,1,41.7,S,7,0,0
694,2,female,16.5,2,0,37.17,S,3,0,0
695,3,male,51.4,2,1,15.22,S,4,0,0
696,3,female,14.1,5,3,34.02,S,9,0,0
699,3,female,49.3,3,3,30.57,S,7,0,0
701,1,female,18.7,3,1,2.65,S,5,0,0
704,1,female,44.8,0,4,25.3,S,5,0,0
706,2,male,30.6,5,2,0.35,S,8,0,0
708,3,male,41.4,0,2,46.11,S,3,0,0
711,3,male,50.5,3,1,60.7,S,5,0,0
712,1,male,33.7,4,3,37.19,S,8,0,0
713,3,male,32.2,4,0,11.63,S,5,0,0
714,1,male,26.5,0,4,43.38,S,5,0,0
718,2,female,46.2,1,4,3.14,S,6,0,0
726,3,female,30.5,2,3,45.11,S,6,0,0
728,2,male,22.3,0,4,14.38,S,5,0,0
730,3,male,58.2,2,4,4.47,S,7,0,0
733,2,male,27.3,0,2,5.91,S,3,0,0
736,2,female,19.0,4,1,44.32,S,6,0,0
739,2,male,26.9,1,3,8.73,S,5,0,0
740,2,male,25.9,5,1,25.51,S,7,0,0
741,3,female,39.6,3,4,22.93,S,8,0,0
743,3,male,26.7,1,3,47.43,S,5,0,0
744,3,male,26.5,4,3,89.15,S,8,0,0
746,3,male,22.1,2,3,42.83,S,6,0,0
747,1,male,37.3,5,4,72.14,S,10,0,0
754,3,male,18.0,3,1,97.91,S,5,0,0
757,2,female,40.7,5,3,5.4,S,9,0,0
760,1,female,15.8,1,2,85.45,S,4,0,0
768,3,male,46.6,1,4,63.84,S,6,0,0
775,3,male,47.3,1,2,10.12,S,4,0,0
776,3,male,41.2,5,2,67.91,S,8,0,0
781,3,female,29.3,2,2,4.89,S,5,0,0
782,2,male,49.8,4,2,81.58,S,7,0,0
786,2,male,21.3,1,2,37.85,S,4,0,0
787,2,female,24.3,2,2,11.02,S,5,0,0
788,2,male,35.4,3,3,82.74,S,7,0,0
790,3,male,8.8,4,3,13.37,S,8,0,0
791,3,female,1.7,2,2,19.72,S,5,0,0
792,1,male,15.7,3,3,16.68,S,7,0,0
793,3,male,23.3,0,4,87.61,S,5,0,0
797,3,female,34.9,1,2,2.3,S,4,0,0
801,2,male,50.8,1,3,24.48,S,5,0,0
802,3,male,27.2,0,1,8.8,S,2,0,0
803,3,male,24.3,2,2,19.68,S,5,0,0
808,3,female,32.8,5,0,99.21,S,6,0,0
809,1,male,19.7,0,2,78.61,S,3,0,0
812,3,male,28.1,3,0,53.66,S,4,0,0
815,3,male,27.6,1,2,14.5,S,4,0,0
817,3,female,29.4,3,2,32.95,S,6,0,0
818,1,female,18.9,4,4,55.74,S,9,0,0
821,3,female,44.6,3,2,28.18,S,6,0,0
823,3,female,20.3,3,4,1.29,S,8,0,0
824,1,male,50.4,2,2,8.96,S,5,0,0
827,3,female,48.4,4,3,48.16,S,8,0,0
829,1,male,50.8,4,0,35.38,S,5,0,0
830,3,female,38.4,4,0,5.7,S,5,0,0
831,2,female,13.6,5,1,9.49,S,7,0,0
832,3,female,28.3,5,3,1.98,S,9,0,0
833,1,male,8.7,0,4,191.39,S,5,0,0
834,3,female,16.9,3,3,3.48,S,7,0,0
838,3,male,22.8,1,0,69.94,S,2,0,0
840,3,female,24.9,3,0,64.84,S,4,0,0
842,2,female,59.3,2,2,4.52,S,5,0,0
844,1,female,33.7,4,4,2.14,S,9,0,0
845,3,male,17.2,5,1,51.79,S,7,0,0
846,3,male,39.7,5,1,34.25,S,7,0,0
850,1,male,10.0,0,3,3.0,S,4,0,0
854,1,female,20.0,2,4,3.23,S,7,0,0
855,2,male,67.2,3,1,47.38,S,5,0,0
856,3,male,39.2,0,1,38.16,S,2,0,0
857,3,male,28.2,0,1,42.66,S,2,0,0
858,1,male,19.1,2,2,107.72,S,5,0,0
859,3,male,35.2,0,0,33.65,S,1,1,0
861,3,male,21.8,4,0,2.85,S,5,0,0
863,2,male,32.0,2,0,7.89,S,3,0,0
864,3,male,27.0,2,1,21.74,S,4,0,0
865,1,male,19.3,5,3,100.76,S,9,0,0
867,3,male,5.9,3,0,1.16,S,4,0,0
871,1,male,22.6,1,0,10.44,S,2,0,0
874,3,male,3.3,3,1,1.62,S,5,0,0
875,3,male,28.1,1,3,10.13,S,5,0,0
878,1,female,18.8,5,3,5.78,S,9,0,0
879,1,female,45.6,2,4,53.97,S,7,0,0
880,1,male,26.5,2,2,1.22,S,5,0,0
882,2,male,45.8,4,4,32.17,S,9,0,0
885,1,male,35.5,0,4,0.07,S,5,0,0
888,3,male,46.4,0,3,30.35,S,4,0,0
889,3,male,36.0,0,1,22.12,S,2,0,0
895,2,female,43.4,2,2,148.47,S,5,0,0
896,3,female,50.5,2,0,12.44,S,3,0,0
898,1,male,10.3,4,0,16.53,S,5,0,0
899,1,female,10.8,3,1,48.94,S,5,0,0
903,1,female,54.9,3,0,7.71,S,4,0,0
904,1,female,36.4,3,4,16.63,S,8,0,0
907,1,female,4.0,0,4,60.76,S,5,0,0
908,1,male,45.2,3,0,10.52,S,4,0,0
909,2,female,1.7,5,0,28.75,S,6,0,0
910,3,male,36.1,0,0,20.88,S,1,1,0
911,3,female,3.3,0,4,82.24,S,5,0,0
914,3,male,6.1,1,4,32.58,S,6,0,0
915,2,male,26.9,3,1,12.29,S,5,0,0
916,2,female,37.8,2,2,3.05,S,5,0,0
919,3,female,35.9,2,3,76.76,S,6,0,0
921,3,female,56.1,5,3,38.48,S,9,0,0
924,1,female,31.7,0,1,3.49,S,2,0,0
925,3,female,37.6,4,4,16.42,S,9,0,0
926,1,female,40.1,3,4,9.34,S,8,0,0
929,2,female,25.0,2,2,4.61,S,5,0,0
930,1,male,8.7,3,4,12.5,S,8,0,0
935,1,male,4.4,2,2,23.18,S,5,0,0
938,2,male,10.7,5,4,8.67,S,10,0,0
940,2,female,29.0,0,2,3.18,S,3,0,0
941,2,male,48.8,4,4,39.7,S,9,0,0
944,2,female,20.6,2,1,2.78,S,4,0,0
945,3,female,33.7,1,4,92.86,S,6,0,0
946,1,male,46.1,1,2,18.96,S,4,0,0
950,3,male,31.6,3,1,7.04,S,5,0,0
952,2,male,54.4,2,0,82.0,S,3,0,0
954,1,male,31.0,5,0,18.67,S,6,0,0
955,3,male,14.6,3,1,41.88,S,5,0,0
957,3,female,15.2,0,4,100.29,S,5,0,0
958,3,female,24.3,1,1,108.23,S,3,0,0
960,3,female,63.7,2,2,44.66,S,5,0,0
961,3,female,22.6,0,2,15.61,S,3,0,0
962,3,female,42.8,2,2,17.95,S,5,0,0
963,2,male,19.8,3,0,3.53,S,4,0,0
964,3,male,60.3,0,3,35.81,S,4,0,0
965,2,female,33.7,5,3,10.1,S,9,0,0
969,3,male,33.7,2,2,8.32,S,5,0,0
973,3,male,24.5,2,3,50.54,S,6,0,0
974,3,female,41.2,5,4,17.92,S,10,0,0
976,3,male,2.1,0,3,11.72,S,4,0,0
977,3,female,38.0,0,2,85.78,S,3,0,0
980,3,female,54.3,3,4,7.1,S,8,0,0
982,3,male,20.2,4,4,28.04,S,9,0,0
983,3,male,13.4,5,1,152.45,S,7,0,0
985,2,male,9.8,0,1,57.68,S,2,0,0
992,3,female,24.1,0,4,11.6,S,5,0,0
993,3,female,30.4,0,3,0.07,S,4,0,0
997,3,male,26.8,0,0,109.26,S,1,1,0
999,3,female,24.6,3,3,8.9,S,7,0,0
1001,1,male,53.7,2,0,23.21,S,3,0,0
1008,3,female,26.1,5,3,15.0,S,9,0,0
1010,1,female,33.2,3,4,5.68,S,8,0,0
1016,3,male,24.1,4,4,57.74,S,9,0,0
1021,3,male,36.9,4,4,31.16,S,9,0,0
1025,3,female,19.6,1,3,13.8,S,5,0,0
1032,3,male,10.1,5,2,21.71,S,8,0,0
1034,3,male,23.0,2,3,53.66,S,6,0,0
1036,2,male,38.7,3,1,38.55,S,5,0,0
1038,3,female,27.5,4,2,48.78,S,7,0,0
1039,2,male,38.5,4,2,56.75,S,7,0,0
1040,1,female,23.9,5,3,73.11,S,9,0,0
1046,3,male,54.0,2,0,64.92,S,3,0,0
1047,1,male,20.0,2,0,16.66,S,3,0,0
1049,3,male,22.4,0,3,23.39,S,4,0,0
1055,3,female,18.7,0,3,74.04,S,4,0,0
1057,3,female,62.9,4,3,63.46,S,8,0,0
1058,2,male,36.9,4,4,265.95,S,9,0,0
1064,1,female,30.6,5,3,8.98,S,9,0,0
1067,1,female,46.4,5,4,9.45,S,10,0,0
1068,1,male,29.9,2,0,69.48,S,3,0,0
1069,1,male,27.2,4,2,1.12,S,7,0,0
1071,3,male,27.1,3,0,103.45,S,4,0,0
1073,3,male,35.5,3,0,25.42,S,4,0,0
1075,1,male,32.1,0,0,22.37,S,1,1,0
1076,2,male,30.1,1,0,14.35,S,2,0,0
1081,2,male,34.6,4,0,62.9,S,5,0,0
1082,2,male,42.5,4,1,31.35,S,6,0,0
1085,3,female,44.9,1,0,108.67,S,2,0,0
1087,3,male,17.9,1,1,6.46,S,3,0,0
1089,3,male,35.1,4,0,8.91,S,5,0,0
1092,3,male,26.7,1,0,0.62,S,2,0,0
1093,2,male,9.8,5,4,17.54,S,10,0,0
1094,3,female,23.9,0,2,1.32,S,3,0,0
1095,3,male,19.0,3,4,7.46,S,8,0,0
1100,3,male,42.2,0,3,19.88,S,4,0,0
1105,2,female,62.0,1,3,1.99,S,5,0,0
1106,3,female,42.0,1,0,1.11,S,2,0,0
1109,1,female,0.0,1,1,104.97,S,3,0,0
1112,2,male,28.0,2,2,9.55,S,5,0,0
1113,3,female,36.9,1,3,91.29,S,5,0,0
1114,3,male,38.6,1,0,0.4,S,2,0,0
1115,3,female,23.2,3,3,29.5,S,7,0,0
1116,3,male,34.3,0,2,6.31,S,3,0,0
1118,2,male,35.4,4,3,9.4,S,8,0,0
1119,1,male,25.5,0,2,88.46,S,3,0,0
1125,3,male,35.4,0,4,16.56,S,5,0,0
1127,2,male,29.5,5,2,22.22,S,8,0,0
1131,3,female,45.9,5,4,50.0,S,10,0,0
1133,1,female,27.6,5,1,7.2,S,7,0,0
1135,3,female,44.3,1,3,0.18,S,5,0,0
1137,3,female,45.8,2,2,15.31,S,5,0,0
1138,3,male,5.8,1,3,64.58,S,5,0,0
1139,1,female,35.4,3,4,126.57,S,8,0,0
1141,1,male,45.1,0,3,96.04,S,4,0,0
1143,3,male,25.6,5,4,7.2,S,10,0,0
1154,3,male,14.5,4,2,37.19,S,7,0,0
1159,1,male,39.9,0,4,59.86,S,5,0,0
1161,3,female,23.7,2,0,114.62,S,3,0,0
1162,3,female,42.4,5,1,15.01,S,7,0,0
1164,2,female,40.9,1,0,33.1,S,2,0,0
1168,2,male,19.8,3,4,6.39,S,8,0,0
1169,3,female,23.9,4,0,102.11,S,5,0,0
1175,2,male,3.6,3,0,18.22,S,4,0,0
1177,3,male,10.6,3,2,15.82,S,6,0,0
1181,3,male,52.0,2,4,44.51,S,7,0,0
1184,1,female,43.6,3,0,33.39,S,4,0,0
1188,3,male,25.9,3,1,21.48,S,5,0,0
1192,3,male,22.9,1,3,13.5,S,5,0,0
1194,3,male,7.6,2,1,19.55,S,4,0,0
1199,3,female,34.0,3,3,45.9,S,7,0,0
1202,1,female,36.5,3,4,0.36,S,8,0,0
1207,2,male,10.4,5,0,13.78,S,6,0,0
1208,3,male,8.5,5,0,123.7,S,6,0,0
1210,3,male,16.8,1,4,1.55,S,6,0,0
1211,1,male,37.1,3,4,1.54,S,8,0,0
1212,3,female,20.7,4,1,54.67,S,6,0,0
1215,3,male,58.3,4,3,82.73,S,8,0,0
1219,3,male,9.3,0,1,2.42,S,2,0,0
