,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
1491,1,male,27.2,2,1,53.39,C,4,0,0
1494,1,male,35.4,2,3,4.9,C,6,0,0
1502,3,male,35.9,3,1,43.99,C,5,0,0
1503,2,male,46.4,2,0,14.99,C,3,0,0
1507,2,male,18.7,5,4,12.63,C,10,0,0
1515,3,male,43.3,2,1,24.33,C,4,0,0
1520,1,female,48.4,0,0,5.06,C,1,1,0
1531,3,male,18.5,2,2,30.52,C,5,0,0
1534,2,female,28.6,2,3,9.71,C,6,0,0
1543,3,female,29.3,4,3,78.04,C,8,0,0
1574,1,female,0.0,5,2,16.88,C,8,0,0
1575,3,male,17.2,5,2,66.23,C,8,0,0
1580,3,female,31.9,0,3,77.75,C,4,0,0
1583,3,female,39.3,2,4,37.9,C,7,0,0
1598,3,male,0.0,2,2,10.96,C,5,0,0
1600,2,male,40.0,3,4,1.36,C,8,0,0
1601,3,male,12.2,1,0,57.51,C,2,0,0
1604,1,female,36.0,1,4,23.77,C,6,0,0
1606,3,male,27.4,5,2,9.37,C,8,0,0
1608,1,male,13.9,3,2,29.54,C,6,0,0
1614,3,male,36.4,4,1,14.68,C,6,0,0
1620,3,male,11.7,2,4,7.56,C,7,0,0
1627,3,male,25.8,1,1,3.89,C,3,0,0
1644,3,male,23.4,0,2,11.74,C,3,0,0
1653,3,female,8.4,2,0,20.31,C,3,0,0
1658,1,male,34.8,0,4,2.46,C,5,0,0
1677,2,female,19.8,4,0,112.78,C,5,0,0
1688,3,male,41.3,1,1,11.15,C,3,0,0
1695,3,male,23.9,0,2,4.16,C,3,0,0
1708,3,male,26.8,3,0,17.47,C,4,0,0
1713,3,female,37.6,1,0,38.06,C,2,0,0
1732,2,male,22.2,0,4,50.21,C,5,0,0
1737,3,male,5.4,2,0,15.58,C,3,0,0
1743,3,female,19.7,1,3,3.1,C,5,0,0
1757,3,male,45.6,5,3,9.95,C,9,0,0
1763,3,female,15.3,2,3,11.05,C,6,0,0
1780,2,female,27.4,4,2,3.29,C,7,0,0
1788,3,female,28.9,1,1,15.11,C,3,0,0
1803,3,male,14.0,1,0,6.65,C,2,0,0
1807,3,female,25.7,3,0,30.54,C,4,0,0
1820,1,male,22.6,2,4,17.98,C,7,0,0
1832,3,female,5.4,3,1,62.87,C,5,0,0
1837,3,female,32.9,2,4,9.09,C,7,0,0
1839,3,male,45.4,0,4,11.97,C,5,0,0
1842,3,female,33.8,5,0,3.22,C,6,0,0
1867,2,male,36.8,2,0,0.5,C,3,0,0
1876,1,female,30.7,2,1,39.62,C,4,0,0
1877,2,male,11.7,5,3,109.56,C,9,0,0
1897,2,male,28.5,5,2,111.59,C,8,0,0
1905,3,male,61.3,4,0,30.52,C,5,0,0
1908,3,male,19.3,3,0,10.28,C,4,0,0
1922,3,male,32.3,2,1,8.78,C,4,0,0
1927,2,female,50.4,2,4,31.73,C,7,0,0
1930,3,male,22.4,1,1,49.39,C,3,0,0
1932,1,male,28.8,3,2,27.51,C,6,0,0
1945,1,male,35.6,3,4,50.28,C,8,0,0
1952,3,male,25.6,2,0,30.57,C,3,0,0
1964,3,female,31.5,0,0,3.01,C,1,1,0
1967,1,female,20.3,3,0,1.57,C,4,0,0
1968,3,female,41.7,2,2,8.51,C,5,0,0
1970,2,female,33.4,4,4,24.97,C,9,0,0
1973,3,male,42.6,4,0,20.15,C,5,0,0
1974,1,female,37.0,3,4,32.45,C,8,0,0
1987,2,female,38.7,1,4,2.8,C,6,0,0
1992,3,male,35.3,1,2,106.89,C,4,0,0
1993,1,male,50.6,5,4,70.95,C,10,0,0
1999,1,male,32.4,1,2,38.93,C,4,0,0
2000,3,male,23.9,0,3,92.12,C,4,0,0
2023,1,female,26.0,4,2,32.97,C,7,0,0
2032,2,male,33.1,5,2,50.77,C,8,0,0
2048,3,female,32.6,1,3,24.68,C,5,0,0
2051,1,male,23.7,5,0,23.64,C,6,0,0
2057,3,male,22.8,4,2,48.57,C,7,0,0
2064,3,male,32.7,1,2,5.22,C,4,0,0
2071,3,male,43.7,2,2,35.95,C,5,0,0
2077,2,female,35.6,4,3,8.0,C,8,0,0
2089,3,male,32.4,4,0,18.49,C,5,0,0
2105,3,male,13.8,1,0,2.11,C,2,0,0
2108,3,male,11.5,0,4,9.36,C,5,0,0
2131,1,male,35.9,2,0,11.19,C,3,0,0
2143,3,female,33.4,1,3,47.36,C,5,0,0
2147,1,male,32.2,5,2,0.85,C,8,0,0
2154,3,male,19.5,2,2,94.55,C,5,0,0
2157,3,male,35.7,1,4,63.23,C,6,0,0
2158,3,male,22.1,3,3,98.04,C,7,0,0
2167,3,female,6.5,2,0,19.27,C,3,0,0
2179,3,female,34.4,4,1,5.61,C,6,0,0
2182,3,female,28.7,5,0,18.81,C,6,0,0
2190,1,male,15.5,2,0,24.46,C,3,0,0
2228,3,female,1.4,2,2,21.03,C,5,0,0
2249,3,male,41.5,5,2,35.06,C,8,0,0
2257,3,male,3.2,3,4,20.86,C,8,0,0
2259,3,male,22.7,3,3,13.34,C,7,0,0
2272,3,female,31.5,4,0,42.02,C,5,0,0
2277,3,male,52.3,3,2,37.19,C,6,0,0
2280,2,male,0.0,4,2,10.92,C,7,0,0
2283,3,female,43.4,3,3,5.49,C,7,0,0
2296,3,male,46.2,1,1,56.88,C,3,0,0
2298,3,male,40.0,4,3,4.87,C,8,0,0
2302,1,female,48.7,5,1,18.37,C,7,0,0
2327,2,male,18.3,2,0,28.01,C,3,0,0
2336,1,female,22.3,3,0,25.6,C,4,0,0
2337,2,female,14.9,3,4,84.04,C,8,0,0
2342,3,male,38.1,3,2,6.52,C,6,0,0
2348,3,female,23.9,4,4,3.43,C,9,0,0
2359,3,female,35.5,5,1,13.21,C,7,0,0
2360,3,female,39.1,3,2,130.33,C,6,0,0
2361,1,male,14.8,3,1,17.56,C,5,0,0
2363,1,male,21.5,3,2,1.14,C,6,0,0
2364,3,male,16.9,0,4,48.16,C,5,0,0
2383,3,male,18.2,1,1,6.69,C,3,0,0
2391,3,male,30.4,3,1,40.33,C,5,0,0
2392,3,female,6.2,5,3,57.55,C,9,0,0
2395,3,male,38.1,0,3,29.28,C,4,0,0
2401,3,female,38.8,4,4,1.66,C,9,0,0
2407,3,female,30.8,2,0,8.21,C,3,0,0
2413,1,female,26.4,1,3,3.59,C,5,0,0
2414,1,female,42.0,1,0,62.59,C,2,0,0
2430,3,male,0.7,5,1,2.94,C,7,0,0
2436,2,male,6.7,0,3,56.75,C,4,0,0
2439,3,male,25.8,0,2,58.04,C,3,0,0
2444,1,female,33.0,5,1,18.09,C,7,0,0
2448,2,male,47.0,3,1,13.48,C,5,0,0
2454,2,male,11.9,0,0,11.14,C,1,1,0
2480,3,male,15.5,5,0,27.22,C,6,0,0
2486,3,male,16.1,5,3,30.99,C,9,0,0
2489,3,male,12.0,5,2,66.63,C,8,0,0
2502,3,female,25.3,5,0,85.32,C,6,0,0
2505,3,male,23.0,5,1,3.39,C,7,0,0
2533,3,female,21.2,4,1,69.15,C,6,0,0
2544,3,male,39.0,0,1,6.08,C,2,0,0
2549,3,female,7.6,4,0,4.04,C,5,0,0
2554,3,male,33.5,2,4,2.06,C,7,0,0
2563,1,female,27.4,5,4,6.59,C,10,0,0
2582,1,male,38.4,5,1,3.14,C,7,0,0
2584,2,male,18.6,4,4,4.24,C,9,0,0
2592,1,female,28.4,2,2,21.26,C,5,0,0
2593,1,male,48.8,0,3,6.44,C,4,0,0
2594,3,male,12.1,3,4,70.79,C,8,0,0
2615,2,female,27.1,0,4,22.05,C,5,0,0
2622,3,male,33.4,2,2,6.52,C,5,0,0
2624,3,female,23.8,5,0,65.41,C,6,0,0
2645,3,female,21.7,2,4,12.18,C,7,0,0
2647,3,male,17.4,4,0,12.68,C,5,0,0
2651,1,male,40.9,4,4,6.3,C,9,0,0
2658,1,male,16.2,2,2,6.59,C,5,0,0
2665,1,female,36.9,1,0,115.22,C,2,0,0
2666,3,female,30.0,0,4,33.27,C,5,0,0
2676,3,male,44.8,2,4,0.87,C,7,0,0
2683,1,male,27.3,2,2,24.72,C,5,0,0
2686,1,male,39.9,0,0,62.58,C,1,1,0
2702,2,female,48.6,1,4,23.16,C,6,0,0
2719,3,male,34.5,0,1,23.64,C,2,0,0
2725,3,male,26.6,1,4,58.13,C,6,0,0
2727,1,male,21.6,3,0,28.35,C,4,0,0
2750,3,male,20.2,3,3,0.39,C,7,0,0
2759,1,female,38.1,5,2,21.37,C,8,0,0
2764,1,male,17.8,2,0,26.32,C,3,0,0
2768,2,female,42.8,2,3,34.77,C,6,0,0
2771,3,female,43.5,0,1,4.05,C,2,0,0
2775,3,female,35.1,0,2,7.35,C,3,0,0
2780,1,male,31.9,0,2,74.23,C,3,0,0
2785,2,male,43.8,3,4,27.13,C,8,0,0
2792,2,male,22.6,0,3,2.27,C,4,0,0
2793,3,female,34.5,2,0,25.93,C,3,0,0
2795,1,female,38.8,2,4,74.55,C,7,0,0
2832,1,male,31.9,0,4,23.98,C,5,0,0
2833,3,female,0.0,5,4,7.45,C,10,0,0
2834,2,male,13.4,1,4,21.5,C,6,0,0
2844,3,female,12.3,4,4,19.7,C,9,0,0
2851,3,male,26.3,5,4,1.0,C,10,0,0
2852,3,male,38.6,5,2,68.13,C,8,0,0
2854,1,female,16.2,3,0,120.19,C,4,0,0
2855,3,female,28.2,3,4,0.36,C,8,0,0
2878,3,male,0.0,2,3,59.29,C,6,0,0
2907,2,male,39.8,0,0,41.17,C,1,1,0
2909,3,female,10.2,2,1,9.94,C,4,0,0
2911,1,female,28.7,5,1,16.89,C,7,0,0
2919,3,male,47.4,5,3,33.89,C,9,0,0
2923,3,male,14.6,4,2,72.87,C,7,0,0
2924,2,male,45.2,3,3,22.93,C,7,0,0
2962,2,female,4.4,3,4,43.86,C,8,0,0
2967,2,female,27.5,0,0,52.9,C,1,1,0
2980,3,male,22.7,0,4,8.84,C,5,0,0
2984,3,female,26.2,2,1,33.68,C,4,0,0
2993,3,male,17.7,3,0,1.13,C,4,0,0
2998,3,female,19.6,0,1,45.26,C,2,0,0
3009,1,male,31.9,3,2,21.6,C,6,0,0
3011,3,female,47.6,1,0,6.0,C,2,0,0
3013,3,male,11.5,0,3,139.63,C,4,0,0
3015,3,male,11.3,3,4,2.22,C,8,0,0
3038,3,male,44.6,2,0,4.24,C,3,0,0
3048,1,female,13.7,3,2,14.73,C,6,0,0
3051,3,male,18.1,0,1,16.8,C,2,0,0
3061,3,male,16.9,4,2,66.41,C,7,0,0
3082,3,male,21.2,1,2,20.25,C,4,0,0
3083,3,male,18.4,4,3,39.2,C,8,0,0
3090,3,female,17.4,2,2,70.02,C,5,0,0
3107,2,female,22.5,4,0,11.73,C,5,0,0
3113,3,female,27.0,5,2,14.41,C,8,0,0
3127,3,male,33.7,5,4,1.88,C,10,0,0
3154,2,female,0.0,1,3,13.63,C,5,0,0
3161,3,male,31.9,2,1,26.32,C,4,0,0
3175,3,male,23.0,3,2,0.0,C,6,0,0
3195,3,female,0.0,5,0,2.86,C,6,0,0
3201,3,male,38.5,4,3,27.26,C,8,0,0
3217,1,male,8.1,5,0,53.09,C,6,0,0
3227,3,female,36.0,1,3,30.74,C,5,0,0
3228,3,male,19.4,3,2,23.26,C,6,0,0
3230,1,male,41.1,1,1,98.44,C,3,0,0
3239,2,male,36.1,2,3,57.27,C,6,0,0
3240,3,female,18.0,1,2,66.08,C,4,0,0
3254,3,male,0.0,0,3,43.32,C,4,0,0
3267,3,female,57.3,1,3,32.77,C,5,0,0
3278,1,female,36.1,5,3,14.83,C,9,0,0
3280,3,male,39.8,2,0,38.99,C,3,0,0
3281,2,female,29.0,2,3,6.96,C,6,0,0
3284,3,male,18.0,1,0,0.75,C,2,0,0
3289,1,male,29.7,1,1,17.47,C,3,0,0
3300,3,male,3.2,3,1,15.12,C,5,0,0
3306,3,female,36.1,3,2,32.16,C,6,0,0
3309,2,male,24.5,0,3,59.84,C,4,0,0
3316,1,male,31.2,2,3,6.49,C,6,0,0
3323,1,male,28.5,3,2,87.49,C,6,0,0
3333,2,male,38.1,5,1,44.13,C,7,0,0
3350,2,male,20.9,0,4,18.82,C,5,0,0
3351,3,male,23.4,3,3,76.6,C,7,0,0
3353,3,male,30.9,2,2,21.53,C,5,0,0
3409,3,female,26.9,4,0,20.97,C,5,0,0
3411,3,female,51.0,1,0,11.67,C,2,0,0
3412,3,male,56.3,5,1,30.39,C,7,0,0
3430,3,male,57.0,0,0,72.99,C,1,1,0
3440,2,female,22.3,3,3,25.9,C,7,0,0
3441,1,male,28.8,5,2,3.65,C,8,0,0
3450,1,female,44.2,0,0,44.77,C,1,1,0
3464,2,male,58.4,0,3,44.77,C,4,0,0
3466,3,male,45.9,5,0,142.55,C,6,0,0
3488,3,male,44.6,3,0,81.32,C,4,0,0
3510,3,male,41.9,3,0,25.81,C,4,0,0
3520,1,female,32.3,1,1,29.04,C,3,0,0
3537,3,male,25.9,3,3,118.84,C,7,0,0
3542,3,male,17.6,0,4,28.06,C,5,0,0
3543,3,male,43.5,5,3,45.89,C,9,0,0
3552,3,female,51.1,4,0,47.55,C,5,0,0
3575,3,male,15.8,1,4,97.57,C,6,0,0
3580,2,male,31.7,1,3,7.43,C,5,0,0
3586,3,male,46.1,4,1,6.05,C,6,0,0
3596,1,male,21.8,2,0,43.86,C,3,0,0
3598,3,male,17.7,2,3,3.02,C,6,0,0
3603,3,male,27.8,2,4,41.67,C,7,0,0
3604,2,male,18.4,1,2,61.51,C,4,0,0
3607,1,female,43.1,4,2,64.16,C,7,0,0
3612,3,male,45.6,3,1,55.37,C,5,0,0
3615,3,male,36.8,3,1,17.65,C,5,0,0
3639,3,female,39.5,0,3,15.18,C,4,0,0
3640,3,male,36.8,2,2,5.13,C,5,0,0
3642,3,male,20.8,2,0,12.93,C,3,0,0
3647,3,male,21.6,5,0,4.39,C,6,0,0
3656,3,male,30.8,1,3,13.12,C,5,0,0
3657,3,female,31.1,5,1,53.07,C,7,0,0
3664,1,male,8.9,4,4,1.0,C,9,0,0
3668,3,female,25.5,3,4,14.48,C,8,0,0
3677,3,male,50.7,5,2,69.51,C,8,0,0
3683,1,female,18.5,4,3,39.83,C,8,0,0
3693,3,male,47.3,0,1,9.04,C,2,0,0
3694,3,male,16.2,5,1,2.09,C,7,0,0
3719,3,male,17.4,3,3,22.53,C,7,0,0
3720,3,male,28.2,2,2,8.8,C,5,0,0
3723,3,female,8.8,4,2,34.35,C,7,0,0
3732,3,male,13.3,4,3,81.94,C,8,0,0
3752,2,male,20.9,3,0,14.97,C,4,0,0
3758,3,male,6.5,5,3,91.47,C,9,0,0
3764,3,male,44.1,2,0,12.76,C,3,0,0
3777,3,female,44.4,3,0,138.3,C,4,0,0
3786,1,female,39.6,4,4,40.88,C,9,0,0
3790,3,male,37.4,2,2,25.2,C,5,0,0
3791,3,male,19.2,4,4,4.13,C,9,0,0
3792,3,male,25.9,1,2,99.93,C,4,0,0
3797,3,male,37.7,2,1,1.12,C,4,0,0
3799,3,male,19.4,0,4,22.33,C,5,0,0
3808,1,female,20.8,2,1,10.87,C,4,0,0
3829,3,male,42.2,1,3,9.21,C,5,0,0
3861,3,male,17.5,5,0,140.39,C,6,0,0
3863,1,female,25.1,5,2,2.78,C,8,0,0
3871,2,male,30.2,1,4,22.39,C,6,0,0
3876,1,female,46.9,1,3,33.98,C,5,0,0
3911,3,male,43.0,1,0,34.29,C,2,0,0
3915,3,female,33.0,1,0,8.38,C,2,0,0
3936,3,male,54.0,3,2,58.58,C,6,0,0
3939,2,female,17.5,0,2,8.61,C,3,0,0
3949,3,male,20.4,3,4,68.65,C,8,0,0
3958,2,female,43.2,1,0,4.17,C,2,0,0
3960,3,male,24.2,2,0,14.45,C,3,0,0
3962,3,female,10.7,0,4,9.27,C,5,0,0
3967,1,male,42.8,5,1,41.64,C,7,0,0
3969,3,male,22.4,3,4,44.42,C,8,0,0
3971,2,male,1.2,2,0,14.79,C,3,0,0
4000,2,male,26.7,0,2,67.63,C,3,0,0
4004,3,male,33.0,0,0,18.43,C,1,1,0
4018,2,female,0.0,2,3,2.69,C,6,0,0
4041,2,female,22.5,0,4,40.69,C,5,0,0
4057,1,male,38.9,3,3,5.89,C,7,0,0
4070,1,female,12.5,0,1,13.99,C,2,0,0
4072,2,male,31.1,1,2,48.39,C,4,0,0
4076,3,male,31.5,4,3,11.72,C,8,0,0
4081,3,male,16.7,3,2,55.19,C,6,0,0
4091,3,male,27.1,1,1,5.25,C,3,0,0
4092,1,female,17.5,5,1,18.83,C,7,0,0
4098,1,female,35.1,5,1,25.02,C,7,0,0
4103,2,female,26.6,1,0,11.66,C,2,0,0
4104,3,male,25.3,1,4,2.14,C,6,0,0
4111,2,female,26.8,3,1,17.3,C,5,0,0
4115,3,male,23.0,5,0,26.4,C,6,0,0
4128,3,male,36.0,3,3,1.44,C,7,0,0
4131,3,male,12.8,3,3,9.38,C,7,0,0
4137,1,male,40.7,0,3,17.82,C,4,0,0
4139,3,male,20.3,2,1,4.32,C,4,0,0
4146,2,female,10.6,4,0,1.49,C,5,0,0
4154,3,male,33.0,3,4,17.64,C,8,0,0
4183,3,male,12.9,4,4,27.85,C,9,0,0
4198,3,male,32.1,0,0,49.0,C,1,1,0
4208,2,male,39.4,5,3,8.53,C,9,0,0
4216,3,male,24.9,0,3,135.91,C,4,0,0
4228,1,male,31.8,0,4,55.72,C,5,0,0
4229,3,male,17.3,3,3,21.39,C,7,0,0
4231,1,male,38.6,4,0,57.46,C,5,0,0
4243,3,male,19.3,5,0,23.63,C,6,0,0
4246,3,female,52.1,5,1,9.47,C,7,0,0
