,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
1234,3,male,50.0,3,1,80.59,Q,5,0,1
1254,1,male,29.6,5,2,57.21,Q,8,0,1
1281,3,female,42.2,4,3,72.55,Q,8,0,1
1294,2,male,12.5,5,2,1.99,Q,8,0,1
1327,1,male,6.8,2,1,17.57,Q,4,0,1
1335,3,male,49.7,0,3,4.36,Q,4,0,1
1337,2,male,12.5,3,2,8.43,Q,6,0,1
1353,3,female,40.8,2,0,16.92,Q,3,0,1
1367,2,female,40.3,1,4,0.67,Q,6,0,1
1370,3,male,16.4,0,3,16.14,Q,4,0,1
1407,1,male,37.3,1,0,3.52,Q,2,0,1
1428,2,female,40.0,1,0,5.85,Q,2,0,1
1448,3,male,15.4,2,3,11.25,Q,6,0,1
1475,1,male,47.6,2,1,93.2,Q,4,0,1
1499,3,male,30.2,0,0,123.45,Q,1,1,1
1511,2,male,56.6,3,0,7.3,Q,4,0,1
1512,3,male,29.0,5,1,44.18,Q,7,0,1
1528,1,male,22.3,4,0,20.9,Q,5,0,1
1552,1,male,16.6,2,1,13.66,Q,4,0,1
1641,2,male,45.4,1,0,31.46,Q,2,0,1
1645,3,male,31.6,2,1,18.9,Q,4,0,1
1649,2,female,10.8,5,1,40.96,Q,7,0,1
1698,3,male,34.5,1,3,2.41,Q,5,0,1
1741,3,male,47.4,1,4,10.58,Q,6,0,1
1800,3,male,34.7,1,1,12.29,Q,3,0,1
1844,3,male,40.0,5,0,24.57,Q,6,0,1
1849,2,female,37.1,1,3,50.03,Q,5,0,1
1869,3,female,14.8,3,1,9.17,Q,5,0,1
1895,3,male,26.8,2,1,16.05,Q,4,0,1
1956,1,male,22.5,5,0,11.87,Q,6,0,1
2029,2,female,15.4,5,0,22.13,Q,6,0,1
2103,2,male,31.1,5,3,9.19,Q,9,0,1
2134,3,male,44.3,3,1,2.61,Q,5,0,1
2139,3,male,29.6,3,1,0.98,Q,5,0,1
2153,3,female,10.3,1,4,6.48,Q,6,0,1
2159,2,female,34.7,0,2,14.85,Q,3,0,1
2185,1,male,37.7,0,3,39.13,Q,4,0,1
2187,3,female,40.7,4,2,12.92,Q,7,0,1
2233,3,male,26.9,0,1,29.25,Q,2,0,1
2236,1,male,31.4,3,0,98.09,Q,4,0,1
2254,3,male,32.7,4,3,2.75,Q,8,0,1
2276,3,female,39.5,3,0,25.78,Q,4,0,1
2356,2,female,30.6,1,3,22.28,Q,5,0,1
2372,1,female,21.6,4,1,40.79,Q,6,0,1
2388,3,female,27.0,1,1,79.91,Q,3,0,1
2461,1,male,42.8,5,0,17.47,Q,6,0,1
2475,1,male,48.6,2,4,16.44,Q,7,0,1
2481,3,female,43.5,3,0,4.31,Q,4,0,1
2487,3,male,14.5,5,1,52.92,Q,7,0,1
2527,3,male,38.3,3,2,37.51,Q,6,0,1
2541,3,male,17.7,1,4,13.02,Q,6,0,1
2576,1,male,24.5,4,2,26.04,Q,7,0,1
2581,2,male,30.8,3,2,35.43,Q,6,0,1
2608,2,male,13.9,4,2,6.14,Q,7,0,1
2630,3,male,17.4,5,2,47.35,Q,8,0,1
2631,3,male,44.4,5,2,78.44,Q,8,0,1
2681,3,female,17.3,1,1,17.75,Q,3,0,1
2716,2,male,35.8,1,1,18.89,Q,3,0,1
2735,2,female,16.5,4,2,15.0,Q,7,0,1
2738,2,female,29.7,3,2,6.4,Q,6,0,1
2745,1,female,32.4,5,1,7.36,Q,7,0,1
2754,1,female,48.5,1,1,0.2,Q,3,0,1
2762,2,male,33.7,3,2,28.12,Q,6,0,1
2802,2,male,47.8,4,4,10.81,Q,9,0,1
2826,1,male,32.1,3,3,27.17,Q,7,0,1
2842,3,female,14.7,3,2,8.02,Q,6,0,1
2867,2,female,44.8,2,3,41.16,Q,6,0,1
2872,3,male,19.9,5,3,16.44,Q,9,0,1
2921,3,female,15.5,5,2,62.86,Q,8,0,1
2925,3,male,31.2,4,2,9.44,Q,7,0,1
2943,3,female,16.6,3,0,95.69,Q,4,0,1
2950,3,male,54.4,3,3,21.69,Q,7,0,1
2951,3,female,15.4,2,2,13.02,Q,5,0,1
2955,3,female,20.6,0,4,53.85,Q,5,0,1
2968,2,female,0.0,1,3,40.36,Q,5,0,1
2972,1,male,47.3,3,4,6.02,Q,8,0,1
3059,2,male,50.5,5,0,10.1,Q,6,0,1
3081,3,female,48.6,3,1,6.23,Q,5,0,1
3091,3,male,12.8,1,4,133.46,Q,6,0,1
3158,2,male,28.2,1,1,49.67,Q,3,0,1
3166,3,male,24.7,0,2,4.22,Q,3,0,1
3203,3,female,41.3,1,4,2.32,Q,6,0,1
3268,1,male,10.9,1,0,35.26,Q,2,0,1
3276,1,female,49.5,5,1,20.59,Q,7,0,1
3279,3,male,49.8,4,3,5.26,Q,8,0,1
3301,1,male,27.7,0,2,43.99,Q,3,0,1
3330,3,female,13.8,3,3,40.45,Q,7,0,1
3397,2,male,32.2,1,3,19.25,Q,5,0,1
3444,3,male,15.8,2,3,3.89,Q,6,0,1
3457,3,female,18.4,5,4,39.72,Q,10,0,1
3494,3,male,49.6,2,0,11.95,Q,3,0,1
3508,1,male,25.6,2,4,27.6,Q,7,0,1
3620,3,male,49.2,1,1,0.07,Q,3,0,1
3649,3,male,40.9,1,2,170.77,Q,4,0,1
3650,2,male,28.5,3,1,271.93,Q,5,0,1
3701,3,male,41.3,5,4,11.36,Q,10,0,1
3709,3,female,20.3,5,4,12.91,Q,10,0,1
3712,3,male,15.5,4,4,91.62,Q,9,0,1
3737,2,male,46.9,4,2,31.79,Q,7,0,1
3868,1,male,25.3,1,1,24.12,Q,3,0,1
3881,2,male,23.8,5,1,19.57,Q,7,0,1
3897,3,female,30.7,4,0,77.92,Q,5,0,1
4024,2,female,22.7,4,4,12.59,Q,9,0,1
4069,1,female,35.1,5,2,13.11,Q,8,0,1
4082,1,male,32.3,1,2,6.71,Q,4,0,1
4124,3,male,34.7,2,1,28.65,Q,4,0,1
4126,3,female,16.9,3,3,39.31,Q,7,0,1
4132,2,male,10.8,2,1,36.42,Q,4,0,1
4143,3,male,38.8,0,0,40.06,Q,1,1,1
4190,3,female,26.3,4,3,1.29,Q,8,0,1
4240,3,male,41.1,3,0,105.0,Q,4,0,1
4268,3,female,27.0,0,3,16.24,Q,4,0,1
4343,3,male,21.8,0,4,8.48,Q,5,0,1
4404,3,male,34.7,0,2,25.8,Q,3,0,1
4438,3,male,24.8,2,0,0.07,Q,3,0,1
4454,3,male,37.7,1,0,23.4,Q,2,0,1
4524,3,female,49.0,0,2,23.21,Q,3,0,1
4574,3,male,22.7,0,4,89.63,Q,5,0,1
4585,3,male,27.4,5,0,2.9,Q,6,0,1
4624,1,male,54.6,1,2,27.84,Q,4,0,1
4635,3,female,43.2,1,2,78.05,Q,4,0,1
4640,2,female,3.6,4,1,7.2,Q,6,0,1
4645,3,male,57.3,2,0,3.54,Q,3,0,1
4754,3,male,42.9,4,2,5.69,Q,7,0,1
4852,1,male,17.3,4,3,9.16,Q,8,0,1
4861,3,female,43.6,3,0,19.05,Q,4,0,1
4865,3,male,56.5,4,4,28.55,Q,9,0,1
4882,3,female,42.2,1,1,35.81,Q,3,0,1
4885,3,female,50.0,2,3,28.29,Q,6,0,1
4920,2,male,21.0,2,1,71.9,Q,4,0,1
4946,2,male,25.3,0,4,77.99,Q,5,0,1
4955,3,male,23.9,0,1,22.91,Q,2,0,1
4998,2,female,37.8,1,2,13.0,Q,4,0,1
5013,2,male,36.7,4,4,14.51,Q,9,0,1
5023,3,male,15.5,3,0,120.63,Q,4,0,1
5111,3,male,51.1,3,1,66.6,Q,5,0,1
5146,3,female,33.4,3,2,24.12,Q,6,0,1
5183,3,female,43.6,0,3,15.23,Q,4,0,1
5261,3,female,31.3,5,1,64.88,Q,7,0,1
5280,1,male,59.1,3,2,83.0,Q,6,0,1
5294,2,female,32.8,1,1,19.84,Q,3,0,1
5303,1,female,52.4,0,3,39.07,Q,4,0,1
5363,3,female,26.5,4,3,83.96,Q,8,0,1
5365,3,male,37.2,5,3,53.82,Q,9,0,1
5387,3,male,24.3,4,3,35.89,Q,8,0,1
5405,2,male,15.7,5,2,9.45,Q,8,0,1
5410,1,male,0.0,2,3,102.01,Q,6,0,1
5426,3,male,23.4,2,4,25.45,Q,7,0,1
5432,3,female,61.1,4,3,8.82,Q,8,0,1
5435,3,female,41.8,5,0,0.8,Q,6,0,1
5439,1,female,43.0,0,2,23.33,Q,3,0,1
5483,3,female,0.0,0,0,3.17,Q,1,1,1
5487,3,male,55.5,2,2,32.95,Q,5,0,1
5491,1,female,9.1,5,4,38.94,Q,10,0,1
5513,3,female,30.5,1,2,25.07,Q,4,0,1
5541,1,male,33.9,0,1,63.38,Q,2,0,1
5544,3,male,16.7,1,3,133.53,Q,5,0,1
5606,1,male,26.5,1,2,3.08,Q,4,0,1
5616,2,male,42.7,0,4,59.08,Q,5,0,1
5637,2,male,34.1,1,4,56.95,Q,6,0,1
5698,3,female,12.2,3,2,10.29,Q,6,0,1
5747,1,male,23.2,2,3,0.67,Q,6,0,1
5748,2,male,24.9,0,1,139.19,Q,2,0,1
5770,1,female,20.0,2,3,7.1,Q,6,0,1
5780,3,female,18.8,5,2,47.64,Q,8,0,1
5797,2,female,22.9,3,1,72.24,Q,5,0,1
5864,1,male,13.0,2,2,10.3,Q,5,0,1
5873,3,male,17.5,5,1,30.38,Q,7,0,1
5888,3,male,10.2,5,4,22.24,Q,10,0,1
5896,3,male,1.3,4,0,37.39,Q,5,0,1
5898,1,male,35.1,5,2,122.65,Q,8,0,1
5905,3,male,16.3,0,0,13.22,Q,1,1,1
5911,3,male,13.8,4,0,28.65,Q,5,0,1
5987,3,female,36.4,5,4,12.49,Q,10,0,1
5997,2,female,52.2,5,3,7.27,Q,9,0,1
6026,2,female,31.8,4,0,0.69,Q,5,0,1
6037,1,male,29.4,0,3,9.39,Q,4,0,1
6039,2,female,40.5,0,4,13.37,Q,5,0,1
6097,1,male,39.9,5,1,65.64,Q,7,0,1
6099,3,female,18.9,2,3,21.63,Q,6,0,1
6131,1,female,16.4,3,3,37.99,Q,7,0,1
6148,3,female,52.9,1,2,17.21,Q,4,0,1
6191,2,male,16.5,4,0,5.0,Q,5,0,1
6194,3,female,0.0,1,4,36.89,Q,6,0,1
6228,1,female,15.2,3,4,24.46,Q,8,0,1
6263,3,female,20.8,0,0,1.18,Q,1,1,1
6283,3,male,11.4,5,2,70.94,Q,8,0,1
6347,3,male,34.8,4,1,33.22,Q,6,0,1
6349,3,male,31.5,4,2,13.76,Q,7,0,1
6379,3,female,29.5,2,3,113.06,Q,6,0,1
6394,3,female,55.4,3,2,2.95,Q,6,0,1
6420,3,female,20.5,2,1,17.24,Q,4,0,1
6446,3,male,34.1,1,3,4.26,Q,5,0,1
6454,3,female,30.9,4,3,67.32,Q,8,0,1
6471,1,male,18.8,1,1,117.82,Q,3,0,1
6472,3,female,11.0,1,0,71.25,Q,2,0,1
6486,3,male,25.4,3,3,86.35,Q,7,0,1
6559,2,female,16.8,1,4,17.53,Q,6,0,1
6629,3,female,24.2,0,1,10.59,Q,2,0,1
6640,3,female,26.6,1,0,13.87,Q,2,0,1
6684,1,male,28.9,4,0,26.56,Q,5,0,1
6693,2,female,47.9,3,3,24.56,Q,7,0,1
6736,2,male,8.5,0,4,6.1,Q,5,0,1
6771,3,female,25.9,3,1,18.6,Q,5,0,1
6834,3,female,59.8,0,0,34.8,Q,1,1,1
6858,3,male,56.2,0,0,13.96,Q,1,1,1
6859,1,male,3.4,5,2,19.69,Q,8,0,1
6862,3,female,21.6,2,0,58.56,Q,3,0,1
6878,3,female,15.5,5,3,40.0,Q,9,0,1
6903,2,female,46.8,1,1,4.76,Q,3,0,1
6937,1,male,14.5,5,4,39.99,Q,10,0,1
6963,3,male,25.0,0,4,38.83,Q,5,0,1
6982,3,male,40.1,2,4,17.48,Q,7,0,1
7056,2,female,43.1,1,3,12.89,Q,5,0,1
7058,2,female,15.6,3,3,23.18,Q,7,0,1
7115,3,male,11.1,3,0,77.08,Q,4,0,1
7135,2,female,32.3,1,4,34.47,Q,6,0,1
7204,3,male,15.2,1,2,66.35,Q,4,0,1
7264,3,male,26.0,5,2,28.79,Q,8,0,1
7382,1,male,1.0,3,3,88.72,Q,7,0,1
7387,2,female,36.4,0,2,21.41,Q,3,0,1
7390,1,male,41.6,2,3,32.76,Q,6,0,1
7419,3,male,20.0,0,2,29.85,Q,3,0,1
7478,3,male,35.3,1,0,23.14,Q,2,0,1
7534,3,male,9.2,2,1,0.05,Q,4,0,1
7591,3,female,27.4,3,2,15.52,Q,6,0,1
7623,1,female,19.5,5,1,159.96,Q,7,0,1
7625,3,female,18.9,5,3,4.02,Q,9,0,1
7689,3,male,45.0,3,4,72.05,Q,8,0,1
7728,2,male,42.4,5,4,4.44,Q,10,0,1
7738,1,male,39.4,4,0,7.59,Q,5,0,1
7749,2,female,9.9,0,3,17.86,Q,4,0,1
7764,3,female,24.2,2,4,3.26,Q,7,0,1
7907,3,male,10.9,0,0,14.33,Q,1,1,1
7928,3,female,38.0,1,2,24.47,Q,4,0,1
7973,3,female,32.3,2,4,0.62,Q,7,0,1
7979,3,male,70.1,0,1,96.24,Q,2,0,1
7982,3,male,55.7,2,0,84.04,Q,3,0,1
8006,2,male,24.0,0,3,8.4,Q,4,0,1
8012,2,male,38.3,5,4,9.21,Q,10,0,1
8015,2,female,35.3,0,1,43.27,Q,2,0,1
8019,3,male,15.3,2,1,7.76,Q,4,0,1
8022,2,male,29.5,2,1,4.31,Q,4,0,1
8053,3,male,12.0,4,2,9.75,Q,7,0,1
8085,1,male,53.8,5,3,15.28,Q,9,0,1
8147,2,female,41.6,5,3,12.62,Q,9,0,1
8154,3,male,31.0,2,0,11.98,Q,3,0,1
8177,2,male,53.2,2,1,1.89,Q,4,0,1
8249,2,male,38.7,5,0,34.71,Q,6,0,1
8294,3,male,44.5,1,3,3.2,Q,5,0,1
8327,3,male,20.8,0,0,38.94,Q,1,1,1
8346,2,male,28.2,3,2,20.27,Q,6,0,1
8349,3,male,23.2,4,3,0.55,Q,8,0,1
8352,2,male,22.4,3,4,6.86,Q,8,0,1
8395,2,male,29.4,1,3,2.67,Q,5,0,1
8399,1,female,15.8,2,2,24.88,Q,5,0,1
8456,3,male,2.8,0,4,14.57,Q,5,0,1
8516,3,male,16.9,3,2,14.52,Q,6,0,1
8519,3,male,42.0,3,3,118.12,Q,7,0,1
8530,1,female,33.4,2,2,89.22,Q,5,0,1
8539,3,female,17.6,0,3,5.03,Q,4,0,1
8574,3,female,42.3,0,4,110.21,Q,5,0,1
8576,2,male,37.7,3,2,7.9,Q,6,0,1
8587,3,male,45.8,3,4,10.44,Q,8,0,1
8608,3,male,11.4,3,4,26.15,Q,8,0,1
8611,3,male,18.3,4,3,11.51,Q,8,0,1
8710,2,male,32.5,0,0,25.05,Q,1,1,1
8712,3,female,19.6,1,4,0.6,Q,6,0,1
8717,1,male,44.9,3,0,30.77,Q,4,0,1
8846,2,male,31.0,2,3,5.63,Q,6,0,1
8885,3,male,27.4,1,1,39.33,Q,3,0,1
8903,1,female,39.9,2,3,32.0,Q,6,0,1
8910,3,female,31.4,4,2,16.56,Q,7,0,1
8929,3,male,35.9,0,2,23.18,Q,3,0,1
8951,3,female,40.6,5,3,36.6,Q,9,0,1
8956,3,male,42.3,4,4,25.48,Q,9,0,1
8982,3,male,29.4,2,4,43.27,Q,7,0,1
9161,3,male,51.8,1,3,14.87,Q,5,0,1
9200,3,female,29.7,5,0,4.1,Q,6,0,1
9241,3,female,15.7,2,2,63.99,Q,5,0,1
9282,3,female,14.6,0,0,36.96,Q,1,1,1
9287,3,male,51.6,2,0,22.69,Q,3,0,1
9319,3,male,39.6,4,1,51.79,Q,6,0,1
9331,1,male,31.1,0,2,18.27,Q,3,0,1
9361,3,female,0.0,4,2,4.66,Q,7,0,1
9454,3,male,42.7,3,3,6.81,Q,7,0,1
9457,2,male,16.3,5,4,48.87,Q,10,0,1
9476,3,male,44.5,3,3,32.43,Q,7,0,1
9485,3,female,18.8,2,0,68.57,Q,3,0,1
9523,3,female,30.4,2,2,68.75,Q,5,0,1
9529,3,male,29.1,0,1,4.79,Q,2,0,1
9569,1,male,35.8,0,3,3.81,Q,4,0,1
9584,2,female,24.1,0,3,20.87,Q,4,0,1
9627,1,male,40.3,5,4,64.59,Q,10,0,1
9636,1,male,45.8,3,0,34.52,Q,4,0,1
9719,1,female,33.1,5,0,13.87,Q,6,0,1
9746,1,female,58.3,1,1,25.34,Q,3,0,1
9768,2,male,33.0,4,0,47.96,Q,5,0,1
9782,3,male,39.1,5,1,35.29,Q,7,0,1
9783,1,male,35.6,0,4,5.35,Q,5,0,1
9797,3,female,28.8,1,3,19.48,Q,5,0,1
9807,2,male,39.8,1,0,53.74,Q,2,0,1
9892,1,female,30.9,3,1,31.31,Q,5,0,1
9938,1,male,38.3,3,0,20.64,Q,4,0,1
9940,1,female,50.6,2,4,9.14,Q,7,0,1
9993,1,male,55.8,5,4,18.27,Q,10,0,1
10028,1,female,26.9,1,4,10.92,Q,6,0,1
10033,3,male,27.0,5,1,1.51,Q,7,0,1
10052,3,female,51.4,4,4,31.46,Q,9,0,1
10137,3,female,41.0,2,2,4.2,Q,5,0,1
10142,3,female,0.0,0,1,29.82,Q,2,0,1
10330,1,male,54.2,3,2,27.51,Q,6,0,1
10347,1,female,26.6,2,4,60.08,Q,7,0,1
10374,1,male,49.9,1,0,1.85,Q,2,0,1
10378,3,male,27.6,4,4,11.2,Q,9,0,1
10424,3,male,59.8,3,1,8.8,Q,5,0,1
10450,3,male,48.9,1,4,43.15,Q,6,0,1
10454,2,female,62.0,2,4,11.66,Q,7,0,1
10462,2,male,24.8,0,0,24.44,Q,1,1,1
10471,3,female,14.2,5,0,13.78,Q,6,0,1
10485,3,female,46.2,4,0,162.31,Q,5,0,1
10528,1,male,29.0,0,3,3.31,Q,4,0,1
10574,1,female,14.2,3,0,35.1,Q,4,0,1
10595,2,male,33.0,3,1,16.49,Q,5,0,1
10617,1,female,9.0,4,4,30.63,Q,9,0,1
10643,3,female,39.6,3,2,27.51,Q,6,0,1
10655,3,female,28.1,1,0,0.79,Q,2,0,1
10694,2,male,27.7,0,3,9.63,Q,4,0,1
10696,3,male,40.2,4,3,34.48,Q,8,0,1
10741,3,male,31.5,5,0,12.29,Q,6,0,1
10757,3,male,29.4,1,4,8.77,Q,6,0,1
10764,3,male,15.1,1,0,50.99,Q,2,0,1
10792,2,female,35.9,1,3,27.56,Q,5,0,1
10804,3,male,2.0,3,0,10.47,Q,4,0,1
10810,3,male,16.5,5,4,20.51,Q,10,0,1
10824,3,female,43.3,1,0,27.18,Q,2,0,1
10840,3,male,13.0,5,0,58.77,Q,6,0,1
10860,3,male,26.6,4,2,79.07,Q,7,0,1
10903,1,male,44.7,2,0,34.0,Q,3,0,1
10930,1,male,58.4,0,3,35.17,Q,4,0,1
10941,2,male,5.8,2,1,36.57,Q,4,0,1
11071,3,male,20.0,0,0,64.1,Q,1,1,1
11090,2,male,0.0,2,0,18.17,Q,3,0,1
11104,3,male,16.0,2,3,0.97,Q,6,0,1
11174,2,male,55.3,2,3,20.55,Q,6,0,1
11181,3,male,6.9,4,1,88.67,Q,6,0,1
11182,3,male,38.1,1,0,10.58,Q,2,0,1
11314,3,female,28.0,3,3,2.87,Q,7,0,1
11333,1,female,5.6,5,0,37.68,Q,6,0,1
11357,1,male,28.7,4,0,53.13,Q,5,0,1
11404,3,female,11.4,0,0,11.9,Q,1,1,1
11420,2,male,23.3,5,3,29.59,Q,9,0,1
11462,3,female,37.6,3,2,41.4,Q,6,0,1
11464,2,male,28.0,3,4,78.87,Q,8,0,1
11474,3,female,25.7,4,3,15.55,Q,8,0,1
11479,3,male,29.7,0,2,20.47,Q,3,0,1
11540,3,male,39.5,2,2,2.57,Q,5,0,1
11585,2,male,35.5,1,3,3.12,Q,5,0,1
11588,3,male,18.5,5,1,19.73,Q,7,0,1
11605,1,female,2.7,4,0,71.75,Q,5,0,1
11721,3,female,56.2,0,2,18.98,Q,3,0,1
11783,1,male,38.0,3,0,14.87,Q,4,0,1
11789,2,male,29.1,0,3,16.75,Q,4,0,1
11810,3,female,11.3,4,1,6.66,Q,6,0,1
11884,3,female,8.6,5,3,11.85,Q,9,0,1
11914,3,male,17.9,5,4,1.4,Q,10,0,1
11949,1,male,41.7,4,4,23.41,Q,9,0,1
11973,3,female,27.7,5,3,9.08,Q,9,0,1
11996,3,female,3.5,0,1,19.23,Q,2,0,1
11998,2,male,40.9,4,1,10.78,Q,6,0,1
12026,3,male,19.0,4,4,84.45,Q,9,0,1
12099,3,female,39.4,2,2,14.83,Q,5,0,1
12102,1,male,25.1,4,4,35.41,Q,9,0,1
12192,3,male,12.2,2,2,10.51,Q,5,0,1
12235,2,female,22.6,2,0,75.93,Q,3,0,1
12237,2,male,11.1,4,1,80.11,Q,6,0,1
12264,2,male,42.2,0,3,30.04,Q,4,0,1
12272,3,male,49.8,0,4,4.73,Q,5,0,1
12314,1,male,41.2,4,1,67.51,Q,6,0,1
12362,1,female,35.8,4,4,41.89,Q,9,0,1
12420,1,female,31.4,5,3,43.82,Q,9,0,1
12430,2,female,11.3,1,0,75.89,Q,2,0,1
12481,1,female,10.8,0,1,33.87,Q,2,0,1
12507,1,male,52.9,4,0,25.61,Q,5,0,1
12517,3,male,27.2,3,2,41.83,Q,6,0,1
12521,3,female,46.9,3,4,16.36,Q,8,0,1
12570,3,male,31.2,5,1,65.48,Q,7,0,1
12591,1,male,30.7,0,1,5.56,Q,2,0,1
12778,3,male,46.8,0,2,0.11,Q,3,0,1
12826,3,female,40.4,4,3,0.2,Q,8,0,1
12835,3,female,44.5,4,0,115.14,Q,5,0,1
12877,3,male,35.4,5,4,127.0,Q,10,0,1
12900,3,male,5.0,5,2,25.71,Q,8,0,1
12911,2,male,30.7,3,4,43.46,Q,8,0,1
12934,2,male,36.2,5,3,9.53,Q,9,0,1
12962,1,female,33.4,1,3,9.76,Q,5,0,1
12974,1,male,7.2,0,4,21.58,Q,5,0,1
12983,2,male,25.3,4,4,4.92,Q,9,0,1
12995,1,male,31.6,4,4,63.19,Q,9,0,1
13000,3,male,8.9,2,2,30.19,Q,5,0,1
13016,3,female,17.9,5,0,24.42,Q,6,0,1
13058,1,male,43.2,0,3,29.59,Q,4,0,1
13105,3,female,18.0,4,1,22.2,Q,6,0,1
13134,2,female,16.8,5,0,13.91,Q,6,0,1
13207,1,male,54.7,5,0,3.08,Q,6,0,1
13222,2,male,36.7,5,0,46.71,Q,6,0,1
13234,3,male,36.6,1,4,8.94,Q,6,0,1
13313,2,male,36.7,1,3,26.17,Q,5,0,1
13352,3,male,20.4,0,2,77.36,Q,3,0,1
13407,1,female,7.3,2,0,24.51,Q,3,0,1
13418,2,female,13.5,5,0,13.17,Q,6,0,1
13458,3,female,28.7,2,2,31.42,Q,5,0,1
13467,3,male,34.5,5,2,10.91,Q,8,0,1
13479,1,male,45.4,2,3,59.81,Q,6,0,1
13525,3,female,28.4,5,0,24.87,Q,6,0,1
13622,3,female,9.4,2,1,33.15,Q,4,0,1
13634,1,male,62.8,1,1,42.53,Q,3,0,1
13721,2,male,17.7,2,3,29.36,Q,6,0,1
13727,2,male,24.9,1,0,24.29,Q,2,0,1
13757,3,male,27.5,2,4,24.53,Q,7,0,1
13788,3,male,69.3,5,2,64.63,Q,8,0,1
13789,3,female,36.3,2,3,7.73,Q,6,0,1
13795,1,male,50.5,4,4,5.76,Q,9,0,1
13878,2,female,45.1,0,3,14.34,Q,4,0,1
13885,1,female,31.6,1,1,21.6,Q,3,0,1
13889,1,male,40.7,1,4,13.37,Q,6,0,1
13903,2,male,10.0,4,2,61.49,Q,7,0,1
13968,2,female,23.9,5,2,7.64,Q,8,0,1
13981,1,female,34.5,5,3,1.92,Q,9,0,1
13984,3,female,16.3,3,1,1.68,Q,5,0,1
13996,2,male,36.1,2,3,2.91,Q,6,0,1
14005,3,male,35.9,5,4,2.4,Q,10,0,1
14146,1,female,19.3,2,2,18.54,Q,5,0,1
14158,1,male,45.9,2,1,86.75,Q,4,0,1
14167,3,male,24.2,1,2,1.37,Q,4,0,1
14172,3,female,34.1,0,0,35.3,Q,1,1,1
14197,1,male,36.7,1,2,18.62,Q,4,0,1
14236,3,female,31.3,5,1,69.69,Q,7,0,1
14244,1,female,28.6,3,2,4.21,Q,6,0,1
14251,3,male,34.6,5,2,6.03,Q,8,0,1
14281,2,male,61.1,0,2,8.87,Q,3,0,1
14294,1,male,17.7,0,0,23.91,Q,1,1,1
14296,2,male,52.7,3,1,72.77,Q,5,0,1
14358,3,male,34.1,5,1,41.6,Q,7,0,1
14363,3,male,15.8,0,1,28.19,Q,2,0,1
14374,2,female,24.1,2,1,74.1,Q,4,0,1
14375,2,male,20.2,3,1,24.01,Q,5,0,1
14430,1,male,22.7,2,2,2.82,Q,5,0,1
14443,3,male,32.8,3,0,78.75,Q,4,0,1
14571,3,male,69.8,0,4,2.52,Q,5,0,1
14573,3,female,49.3,2,4,56.1,Q,7,0,1
14599,1,male,34.0,4,1,44.4,Q,6,0,1
14615,2,male,35.1,0,1,17.1,Q,2,0,1
14700,2,female,40.4,3,0,4.42,Q,4,0,1
14717,1,male,27.0,3,3,6.72,Q,7,0,1
14764,3,female,23.9,2,4,26.39,Q,7,0,1
