,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
239,1,male,30.9,2,3,3.49,S,6,0,0
241,3,male,26.9,3,1,14.81,S,5,0,1
242,3,female,31.5,3,0,15.38,S,4,0,1
243,3,female,17.7,2,2,85.14,S,5,0,0
244,1,female,39.4,3,0,16.77,S,4,0,0
245,1,female,41.6,3,4,98.31,S,8,0,1
246,3,female,32.7,0,3,3.6,S,4,0,0
248,3,male,8.7,2,1,37.78,S,4,0,1
249,2,male,48.1,1,2,4.31,S,4,0,1
250,1,male,27.7,1,1,15.66,S,3,0,0
251,3,male,15.9,3,2,61.08,S,6,0,0
252,1,female,31.0,1,2,45.9,S,4,0,1
253,3,male,39.4,0,3,10.61,S,4,0,0
256,3,male,39.6,2,2,42.05,S,5,0,1
257,1,male,28.2,4,0,5.27,S,5,0,1
259,3,female,17.8,2,4,2.44,S,7,0,0
260,3,male,43.6,5,0,16.23,S,6,0,0
261,3,male,31.6,5,2,6.78,S,8,0,1
264,3,male,9.4,1,4,47.05,S,6,0,1
265,2,male,25.6,1,4,9.86,S,6,0,1
266,1,male,49.5,0,2,34.88,S,3,0,1
267,3,male,56.5,1,0,24.38,S,2,0,1
268,1,female,16.6,3,4,52.19,S,8,0,0
270,1,male,31.2,4,4,167.42,S,9,0,1
272,2,male,41.4,4,2,27.73,S,7,0,1
273,3,female,13.4,2,4,32.01,S,7,0,1
275,3,female,0.9,1,0,62.65,S,2,0,0
277,3,female,24.3,3,3,29.1,S,7,0,1
278,2,male,12.1,4,1,22.59,S,6,0,1
279,3,male,33.7,2,0,17.28,S,3,0,1
282,3,male,16.5,1,3,33.59,S,5,0,0
283,2,male,60.1,1,2,4.01,S,4,0,0
287,3,female,54.0,2,1,2.59,S,4,0,0
288,3,male,12.0,4,2,3.14,S,7,0,0
289,3,female,26.1,2,1,8.61,S,4,0,0
291,3,male,36.1,3,3,21.29,S,7,0,0
292,3,male,11.7,1,2,11.91,S,4,0,1
293,3,female,44.9,4,1,60.59,S,6,0,0
294,2,female,33.8,4,3,6.82,S,8,0,0
295,3,female,23.2,1,3,9.61,S,5,0,0
296,3,male,7.4,4,1,47.98,S,6,0,1
297,1,female,35.1,3,2,0.88,S,6,0,0
298,3,male,26.7,4,1,7.96,S,6,0,1
299,2,male,31.2,2,0,23.58,S,3,0,0
302,1,male,35.7,3,2,7.67,S,6,0,0
305,1,male,49.2,2,3,2.07,S,6,0,1
307,3,female,32.3,2,3,24.41,S,6,0,0
308,3,male,14.8,2,4,2.39,S,7,0,1
309,1,male,15.4,4,1,37.74,S,6,0,0
311,3,female,21.6,3,2,39.58,S,6,0,0
312,1,male,20.4,4,4,13.38,S,9,0,0
313,1,male,26.5,1,2,17.43,S,4,0,1
314,1,male,26.7,0,0,84.25,S,1,1,1
316,1,male,21.9,0,0,1.29,S,1,1,0
318,3,male,35.2,4,0,0.24,S,5,0,0
319,3,female,5.6,5,0,70.13,S,6,0,0
320,3,female,33.1,0,0,55.95,S,1,1,0
321,3,female,0.0,3,0,21.4,S,4,0,1
323,3,male,35.5,0,2,3.55,S,3,0,0
324,1,male,28.9,1,4,46.16,S,6,0,1
325,3,female,4.2,2,4,49.0,S,7,0,1
327,1,female,0.0,0,1,22.0,S,2,0,0
328,3,male,10.2,5,2,94.7,S,8,0,0
330,1,male,21.2,1,1,133.37,S,3,0,0
332,3,male,29.2,1,0,4.87,S,2,0,0
334,3,female,43.3,0,0,41.54,S,1,1,0
335,3,male,26.2,5,0,10.68,S,6,0,0
336,1,male,41.7,0,3,53.17,S,4,0,1
337,2,female,0.0,5,0,63.23,S,6,0,1
338,3,male,44.6,0,3,46.14,S,4,0,0
340,3,male,14.0,3,2,43.29,S,6,0,0
341,2,female,19.1,4,3,2.4,S,8,0,0
342,2,male,44.2,3,2,13.07,S,6,0,0
343,1,female,16.5,3,4,46.42,S,8,0,0
344,3,male,19.8,3,1,50.68,S,5,0,0
345,3,male,15.5,2,4,12.28,S,7,0,0
347,3,male,39.4,5,1,10.21,S,7,0,0
349,3,female,62.6,2,0,67.57,S,3,0,1
350,1,male,38.1,4,1,25.65,S,6,0,0
351,3,female,34.1,2,3,17.02,S,6,0,1
352,3,female,12.0,4,0,7.6,S,5,0,1
354,2,male,32.0,3,3,5.54,S,7,0,0
355,3,female,25.0,5,1,18.73,S,7,0,1
358,2,female,0.0,5,3,7.84,S,9,0,1
359,2,male,37.0,5,2,45.04,S,8,0,0
360,3,female,47.8,4,0,37.91,S,5,0,0
361,1,male,36.8,1,1,32.21,S,3,0,1
362,1,male,28.9,3,0,13.26,S,4,0,0
363,1,male,29.2,4,1,12.25,S,6,0,0
364,3,male,31.4,3,2,45.53,S,6,0,1
368,1,female,50.8,2,3,207.32,S,6,0,0
369,2,female,35.6,0,0,0.05,S,1,1,0
370,1,female,30.5,1,3,37.15,S,5,0,0
371,3,male,38.2,5,0,24.54,S,6,0,0
372,3,female,38.2,2,1,19.73,S,4,0,0
373,3,male,42.2,4,1,10.32,S,6,0,1
374,1,male,18.4,3,2,22.64,S,6,0,0
375,3,female,22.3,0,4,19.52,S,5,0,0
377,3,female,39.7,3,2,60.67,S,6,0,0
379,1,male,11.2,3,2,29.12,S,6,0,0
380,3,male,34.5,1,2,63.89,S,4,0,0
381,2,male,48.2,4,0,123.63,S,5,0,1
383,3,female,33.4,3,3,23.49,S,7,0,1
385,3,male,10.5,4,0,6.68,S,5,0,1
387,2,female,46.8,2,4,2.12,S,7,0,0
388,3,male,20.7,4,4,34.52,S,9,0,1
389,3,female,40.7,0,0,50.84,S,1,1,1
390,1,female,29.4,0,2,2.08,S,3,0,1
391,3,female,19.6,1,1,60.37,S,3,0,0
392,2,male,27.6,4,4,4.21,S,9,0,0
393,3,female,21.6,5,4,6.19,S,10,0,1
394,3,male,16.6,0,1,57.93,S,2,0,0
395,2,female,25.4,1,2,4.26,S,4,0,1
396,2,female,30.0,3,4,35.85,S,8,0,1
397,3,male,26.7,3,2,11.18,S,6,0,0
398,3,male,25.3,0,3,9.14,S,4,0,1
399,3,female,32.2,5,1,33.61,S,7,0,1
400,3,female,36.4,1,0,3.61,S,2,0,0
401,1,female,13.0,1,2,27.35,S,4,0,1
402,3,male,25.5,5,1,82.69,S,7,0,0
403,1,male,1.4,2,1,61.01,S,4,0,1
405,2,male,31.1,0,0,11.55,S,1,1,1
406,3,male,37.0,2,4,38.66,S,7,0,0
407,2,male,31.2,4,3,48.47,S,8,0,0
408,2,male,36.7,1,4,74.14,S,6,0,1
409,2,male,29.9,5,2,9.81,S,8,0,0
410,3,male,19.5,2,1,45.78,S,4,0,0
413,2,female,18.3,2,0,21.04,S,3,0,0
415,3,male,22.1,4,4,7.72,S,9,0,0
416,1,female,34.9,1,0,1.59,S,2,0,0
417,2,female,29.7,1,0,14.98,S,2,0,0
418,3,female,35.3,5,3,7.26,S,9,0,1
419,2,female,35.2,3,2,15.41,S,6,0,1
421,3,male,27.3,3,2,43.59,S,6,0,1
422,1,male,36.0,4,1,14.94,S,6,0,0
423,3,male,63.2,0,2,12.58,S,3,0,0
424,3,female,15.2,4,0,81.3,S,5,0,0
425,3,male,29.6,5,0,70.3,S,6,0,0
427,1,female,28.7,5,2,14.16,S,8,0,1
428,3,female,19.6,0,1,50.3,S,2,0,0
429,2,male,27.3,3,1,34.88,S,5,0,0
430,3,male,31.2,1,4,26.61,S,6,0,0
432,3,male,4.0,3,4,4.62,S,8,0,0
433,3,male,49.0,0,4,85.16,S,5,0,0
434,2,female,40.7,3,2,115.49,S,6,0,0
435,1,female,27.2,5,0,14.0,S,6,0,1
436,3,male,16.5,2,4,93.88,S,7,0,0
437,1,female,30.2,2,2,50.84,S,5,0,1
438,3,male,34.1,4,3,90.58,S,8,0,1
440,3,male,41.1,0,2,7.18,S,3,0,0
441,1,female,43.7,3,2,9.64,S,6,0,1
442,3,male,4.6,1,4,9.66,S,6,0,0
444,3,male,42.9,0,2,16.22,S,3,0,1
445,2,female,16.1,5,4,14.41,S,10,0,1
446,3,female,46.1,0,2,13.49,S,3,0,1
447,2,male,54.3,0,1,13.73,S,2,0,1
449,2,male,38.3,4,4,6.58,S,9,0,0
450,3,female,22.7,0,3,11.23,S,4,0,1
452,3,male,10.2,0,0,83.55,S,1,1,0
453,3,female,18.1,1,1,10.74,S,3,0,1
454,1,male,19.0,0,2,37.91,S,3,0,0
455,3,male,29.9,4,3,60.84,S,8,0,0
456,3,male,23.5,4,2,22.58,S,7,0,0
457,1,male,32.7,1,1,45.08,S,3,0,0
458,3,female,41.3,0,4,119.17,S,5,0,0
459,3,female,19.1,0,0,5.66,S,1,1,0
460,1,male,31.1,5,1,2.34,S,7,0,0
461,3,male,23.2,0,3,32.69,S,4,0,1
463,2,male,38.6,0,0,11.26,S,1,1,0
464,3,female,41.9,4,4,79.49,S,9,0,1
466,3,male,34.8,3,3,9.83,S,7,0,0
467,3,male,9.1,2,3,47.62,S,6,0,1
469,3,female,17.5,2,3,12.59,S,6,0,1
470,1,male,34.0,3,3,3.34,S,7,0,0
471,3,male,10.9,2,2,60.8,S,5,0,1
472,3,male,33.7,2,0,3.26,S,3,0,0
474,3,male,1.9,1,3,6.92,S,5,0,0
475,1,female,13.8,5,4,83.96,S,10,0,1
476,3,female,43.6,2,0,3.63,S,3,0,0
478,3,male,17.1,0,1,38.71,S,2,0,1
479,1,female,14.5,0,4,7.36,S,5,0,0
480,3,female,0.0,3,1,4.54,S,5,0,1
481,1,male,49.6,4,2,5.89,S,7,0,1
482,3,female,29.6,5,3,28.99,S,9,0,0
483,3,female,55.4,2,1,8.06,S,4,0,1
485,3,male,33.0,0,0,60.65,S,1,1,1
487,1,female,51.9,0,0,56.01,S,1,1,0
488,2,male,36.0,1,0,47.79,S,2,0,1
489,3,male,29.0,1,2,56.92,S,4,0,1
490,3,male,29.4,5,1,13.64,S,7,0,0
492,3,male,23.7,2,1,39.28,S,4,0,0
493,2,male,29.7,2,3,1.22,S,6,0,0
494,2,female,48.3,3,4,34.88,S,8,0,0
495,3,male,23.0,3,3,4.09,S,7,0,0
496,2,female,43.9,1,1,10.87,S,3,0,0
497,1,male,27.9,4,1,53.11,S,6,0,0
499,3,male,38.5,4,1,31.12,S,6,0,1
500,3,female,37.5,1,0,8.24,S,2,0,1
501,3,female,42.7,1,0,35.27,S,2,0,0
502,2,male,40.7,3,4,4.52,S,8,0,0
504,3,female,58.8,3,3,9.32,S,7,0,1
505,3,male,51.6,2,2,56.1,S,5,0,0
506,3,male,35.5,4,0,80.88,S,5,0,1
507,2,male,22.8,1,2,6.03,S,4,0,1
508,3,male,34.1,3,0,0.31,S,4,0,1
512,3,male,44.7,5,0,56.77,S,6,0,1
513,3,male,56.7,0,1,53.22,S,2,0,1
514,3,male,8.7,0,4,19.79,S,5,0,0
515,1,male,28.3,3,0,93.89,S,4,0,0
516,1,male,14.1,0,0,27.92,S,1,1,0
517,2,female,4.8,1,2,18.72,S,4,0,1
523,3,male,30.7,3,2,0.17,S,6,0,1
524,3,male,8.1,1,2,25.03,S,4,0,1
525,1,male,9.0,0,0,5.54,S,1,1,0
526,3,male,15.0,4,3,0.73,S,8,0,0
527,3,male,43.7,1,4,32.84,S,6,0,0
528,3,male,36.6,0,4,29.56,S,5,0,0
529,3,male,33.5,5,1,42.41,S,7,0,1
530,1,female,16.9,5,2,30.81,S,8,0,1
532,3,male,9.8,4,1,20.84,S,6,0,1
533,1,male,48.1,0,0,7.96,S,1,1,0
534,2,female,59.8,1,4,2.8,S,6,0,1
535,3,male,36.8,2,4,63.11,S,7,0,1
536,2,male,39.2,2,1,37.61,S,4,0,1
537,3,male,26.8,0,1,4.2,S,2,0,0
539,3,male,17.2,1,3,63.66,S,5,0,0
540,2,female,22.5,2,2,102.87,S,5,0,1
541,2,female,23.6,3,4,50.12,S,8,0,0
544,3,female,17.1,0,2,31.54,S,3,0,0
545,3,male,59.3,5,3,38.46,S,9,0,0
547,2,female,41.4,0,1,13.98,S,2,0,1
550,3,male,36.1,3,4,6.91,S,8,0,0
551,2,female,31.2,3,4,53.37,S,8,0,1
554,2,male,31.4,3,3,23.72,S,7,0,1
555,3,male,30.5,0,0,122.02,S,1,1,0
556,3,female,14.7,3,0,71.87,S,4,0,0
557,3,female,47.1,1,4,22.67,S,6,0,0
559,3,male,25.5,5,1,30.48,S,7,0,1
560,3,male,16.1,1,4,50.07,S,6,0,1
561,1,male,31.6,3,2,66.24,S,6,0,0
564,2,male,62.0,2,0,8.25,S,3,0,0
566,3,female,34.3,4,3,6.01,S,8,0,0
567,2,male,8.8,1,1,52.8,S,3,0,0
568,1,male,28.3,3,3,34.61,S,7,0,1
570,3,female,31.9,2,1,92.49,S,4,0,0
571,3,female,31.0,0,2,86.94,S,3,0,1
573,1,male,9.7,3,0,15.13,S,4,0,1
574,1,male,9.6,3,3,21.12,S,7,0,1
576,3,male,41.4,2,3,0.48,S,6,0,0
577,3,male,43.4,4,1,83.08,S,6,0,1
578,3,female,17.5,0,0,16.73,S,1,1,0
579,3,female,26.8,2,2,31.91,S,5,0,0
580,3,male,46.2,5,1,126.18,S,7,0,0
581,2,female,11.8,2,0,68.57,S,3,0,1
582,1,female,44.8,5,4,14.39,S,10,0,0
583,3,female,20.8,3,4,21.2,S,8,0,0
584,1,female,17.0,5,3,47.02,S,9,0,1
585,2,male,28.6,3,3,43.55,S,7,0,0
586,1,female,13.4,1,3,39.04,S,5,0,0
587,2,female,2.4,3,0,0.34,S,4,0,0
590,3,male,46.0,3,2,9.23,S,6,0,0
591,3,male,37.5,2,4,3.24,S,7,0,1
593,3,female,48.1,3,0,13.36,S,4,0,0
595,2,male,35.6,5,3,85.8,S,9,0,0
596,1,male,46.2,4,0,12.01,S,5,0,1
597,3,female,0.0,4,3,19.35,S,8,0,0
598,3,male,22.3,1,1,2.93,S,3,0,0
599,1,male,3.0,5,4,11.18,S,10,0,0
600,2,male,38.3,0,2,25.29,S,3,0,0
602,3,female,71.3,1,2,24.64,S,4,0,0
603,3,male,21.7,2,0,12.01,S,3,0,0
607,3,female,11.5,1,2,20.49,S,4,0,0
608,3,male,11.1,4,1,13.01,S,6,0,0
609,3,male,0.0,4,4,14.79,S,9,0,1
611,3,male,23.1,3,0,68.16,S,4,0,1
612,2,male,56.1,3,2,22.07,S,6,0,1
613,2,female,11.6,1,1,9.33,S,3,0,0
614,3,female,49.7,3,2,50.32,S,6,0,1
615,2,female,51.0,2,4,18.75,S,7,0,1
617,3,male,32.3,1,4,208.04,S,6,0,0
618,3,male,24.3,0,3,0.89,S,4,0,1
619,2,male,46.9,0,4,39.53,S,5,0,1
620,2,male,17.9,1,1,60.19,S,3,0,0
621,3,male,32.8,4,1,13.97,S,6,0,0
623,3,male,16.5,3,0,18.36,S,4,0,0
624,3,male,32.9,1,1,21.08,S,3,0,0
625,2,male,39.4,2,3,259.95,S,6,0,0
626,3,male,16.0,1,3,0.63,S,5,0,0
629,1,male,14.3,4,3,30.79,S,8,0,0
630,2,female,22.6,5,2,31.81,S,8,0,1
631,3,male,34.0,2,3,66.62,S,6,0,1
632,3,male,41.2,4,1,26.65,S,6,0,0
636,3,female,34.7,2,1,1.09,S,4,0,0
639,3,male,24.0,1,2,24.78,S,4,0,0
640,3,female,37.4,0,4,16.12,S,5,0,0
642,3,female,45.9,3,4,7.18,S,8,0,0
643,2,male,13.2,0,3,17.87,S,4,0,0
644,2,female,13.2,1,2,11.59,S,4,0,0
645,3,male,21.5,1,1,27.58,S,3,0,1
647,3,male,29.7,4,4,37.91,S,9,0,1
650,1,male,29.1,4,3,7.03,S,8,0,0
652,3,male,36.2,5,0,2.95,S,6,0,0
654,3,male,36.7,5,1,41.35,S,7,0,0
656,2,male,20.4,1,1,34.88,S,3,0,0
660,2,female,39.3,3,4,51.22,S,8,0,0
661,1,male,45.1,2,1,1.06,S,4,0,1
662,3,female,49.7,0,0,5.2,S,1,1,0
663,2,female,9.8,0,2,49.98,S,3,0,0
664,3,female,34.7,2,0,109.97,S,3,0,0
667,1,male,17.4,3,3,12.4,S,7,0,0
668,3,male,49.2,2,1,48.66,S,4,0,0
669,1,male,20.8,5,1,25.07,S,7,0,0
670,3,male,0.0,3,0,1.91,S,4,0,0
672,1,male,25.7,0,3,44.72,S,4,0,0
673,3,male,55.0,1,1,12.61,S,3,0,0
676,2,female,26.2,3,2,133.64,S,6,0,0
677,3,male,26.1,4,2,45.3,S,7,0,0
678,3,male,60.0,3,1,8.79,S,5,0,1
679,2,male,38.5,4,0,8.91,S,5,0,1
680,3,female,9.3,0,2,11.61,S,3,0,1
683,3,male,13.5,3,2,9.46,S,6,0,1
684,3,male,4.0,1,3,34.51,S,5,0,1
685,3,female,37.3,0,4,30.33,S,5,0,0
686,3,female,17.7,3,0,13.34,S,4,0,0
689,3,female,22.4,5,4,4.49,S,10,0,0
690,1,male,0.0,1,0,5.06,S,2,0,0
692,3,male,33.1,3,3,26.81,S,7,0,0
693,1,male,22.7,5,1,41.7,S,7,0,0
694,2,female,16.5,2,0,37.17,S,3,0,0
695,3,male,51.4,2,1,15.22,S,4,0,0
696,3,female,14.1,5,3,34.02,S,9,0,0
699,3,female,49.3,3,3,30.57,S,7,0,0
701,1,female,18.7,3,1,2.65,S,5,0,0
704,1,female,44.8,0,4,25.3,S,5,0,0
705,2,female,9.7,5,4,27.01,S,10,0,1
706,2,male,30.6,5,2,0.35,S,8,0,0
708,3,male,41.4,0,2,46.11,S,3,0,0
709,3,male,34.9,1,4,3.97,S,6,0,1
710,1,female,16.1,2,0,13.17,S,3,0,1
711,3,male,50.5,3,1,60.7,S,5,0,0
712,1,male,33.7,4,3,37.19,S,8,0,0
713,3,male,32.2,4,0,11.63,S,5,0,0
714,1,male,26.5,0,4,43.38,S,5,0,0
718,2,female,46.2,1,4,3.14,S,6,0,0
723,1,female,44.8,2,3,48.49,S,6,0,1
725,1,male,46.2,5,0,22.98,S,6,0,1
726,3,female,30.5,2,3,45.11,S,6,0,0
727,3,male,17.2,0,3,10.11,S,4,0,1
728,2,male,22.3,0,4,14.38,S,5,0,0
