,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Survived
549,3,female,35.5,3,1,7.42,C,5,0,1
552,1,male,13.1,1,4,26.55,C,6,0,0
553,1,female,24.4,2,4,17.1,C,7,0,0
562,3,male,43.2,3,0,5.07,C,4,0,0
563,1,female,9.3,3,1,31.66,C,5,0,0
565,1,male,31.8,3,0,31.11,C,4,0,0
569,3,female,42.6,5,4,64.32,C,10,0,0
572,3,female,28.3,1,0,5.02,C,2,0,0
575,3,female,45.4,0,3,49.78,C,4,0,1
588,1,female,30.1,5,3,7.1,C,9,0,0
592,3,male,56.5,3,1,52.58,C,5,0,0
594,1,female,39.3,3,1,47.82,C,5,0,1
604,2,male,30.5,0,3,147.52,C,4,0,0
606,3,female,22.2,5,3,1.27,C,9,0,0
610,3,female,36.6,4,3,14.81,C,8,0,0
616,3,male,46.9,1,2,5.03,C,4,0,0
634,2,male,36.9,2,1,7.55,C,4,0,0
635,1,female,26.8,4,2,23.23,C,7,0,0
637,1,male,33.9,1,3,52.06,C,5,0,0
641,2,male,54.4,1,0,14.79,C,2,0,0
646,3,male,30.4,3,1,49.41,C,5,0,0
648,1,male,46.4,1,4,23.09,C,6,0,1
649,1,male,47.1,2,4,94.98,C,7,0,0
653,2,male,43.9,4,3,35.77,C,8,0,1
657,3,male,13.5,5,1,4.19,C,7,0,0
658,2,female,31.7,2,2,1.45,C,5,0,1
659,2,male,37.7,1,1,40.09,C,3,0,0
665,3,female,35.1,1,0,23.52,C,2,0,0
666,3,male,28.0,4,0,5.33,C,5,0,0
671,3,male,29.3,1,1,11.8,C,3,0,1
674,3,male,35.9,1,1,18.12,C,3,0,0
675,3,male,24.7,2,0,75.34,C,3,0,1
681,1,male,25.6,3,2,5.6,C,6,0,0
687,1,female,46.5,5,4,7.01,C,10,0,0
688,1,male,29.1,1,2,31.3,C,4,0,1
697,3,male,23.8,2,0,7.6,C,3,0,0
698,3,male,37.0,1,1,21.78,C,3,0,0
702,2,female,27.5,0,4,3.41,C,5,0,0
703,1,male,41.7,4,2,2.46,C,7,0,0
707,1,male,8.9,3,0,34.21,C,4,0,1
715,3,female,28.9,2,1,69.85,C,4,0,1
716,1,male,23.7,5,0,11.84,C,6,0,1
717,3,male,18.6,3,3,36.89,C,7,0,1
720,2,male,21.6,3,3,28.24,C,7,0,1
721,1,male,27.2,3,3,21.7,C,7,0,0
722,3,male,48.9,5,3,53.16,C,9,0,0
724,3,female,23.5,4,1,10.81,C,6,0,0
732,3,female,21.1,4,1,21.97,C,6,0,1
738,2,male,30.7,1,2,16.48,C,4,0,0
742,3,male,25.8,3,4,130.3,C,8,0,1
749,1,male,33.9,2,2,79.05,C,5,0,1
753,2,male,13.4,2,4,3.7,C,7,0,0
761,2,male,24.1,1,1,16.7,C,3,0,0
765,1,female,20.6,5,3,24.54,C,9,0,0
769,2,male,10.0,1,3,4.82,C,5,0,1
770,2,male,32.0,1,1,16.91,C,3,0,0
772,1,male,17.3,3,4,9.72,C,8,0,0
773,3,male,21.8,1,0,31.11,C,2,0,0
774,3,male,50.3,4,0,2.93,C,5,0,1
783,2,male,40.4,1,3,25.55,C,5,0,0
784,3,male,32.4,5,0,84.81,C,6,0,0
785,2,male,22.6,5,4,110.2,C,10,0,1
796,2,male,32.6,2,2,0.32,C,5,0,1
804,2,female,13.4,0,2,9.5,C,3,0,0
819,1,male,19.8,2,4,13.64,C,7,0,0
822,3,male,19.5,3,2,5.05,C,6,0,0
826,2,male,0.5,5,3,0.21,C,9,0,0
835,3,male,13.4,1,3,3.03,C,5,0,0
837,3,female,31.3,1,3,12.91,C,5,0,0
843,2,male,22.7,5,4,2.1,C,10,0,1
847,3,male,22.3,5,4,126.8,C,10,0,1
849,2,male,57.0,0,0,9.17,C,1,1,0
852,1,female,39.3,4,2,7.13,C,7,0,0
860,1,male,4.7,4,3,49.72,C,8,0,1
862,3,male,28.5,5,0,91.72,C,6,0,0
866,3,female,41.9,2,1,6.33,C,4,0,0
870,2,male,43.2,1,2,35.29,C,4,0,0
872,3,female,35.1,2,1,2.08,C,4,0,1
873,3,female,33.7,3,3,71.52,C,7,0,0
881,3,female,18.2,1,3,0.75,C,5,0,1
886,3,female,23.9,2,0,14.4,C,3,0,1
887,2,female,10.3,4,3,12.25,C,8,0,0
893,3,male,30.6,5,0,86.76,C,6,0,0
894,2,female,32.3,0,0,1.78,C,1,1,1
900,2,female,19.3,5,1,98.73,C,7,0,0
901,1,male,15.9,5,3,25.85,C,9,0,0
902,2,male,5.4,1,2,5.37,C,4,0,0
906,3,male,28.5,1,3,8.71,C,5,0,1
913,1,female,46.4,1,2,12.92,C,4,0,0
920,3,male,20.4,1,1,25.11,C,3,0,1
927,3,male,36.8,3,3,0.21,C,7,0,0
933,1,male,37.5,0,2,26.84,C,3,0,0
936,2,male,21.1,3,4,1.85,C,8,0,0
939,3,male,17.3,3,2,20.88,C,6,0,0
942,3,female,15.7,4,3,72.38,C,8,0,1
949,3,male,11.7,2,0,4.09,C,3,0,0
956,3,male,16.4,2,1,36.16,C,4,0,0
967,3,male,20.7,0,3,3.31,C,4,0,0
968,2,male,42.7,2,0,41.01,C,3,0,0
979,1,female,5.7,0,0,15.62,C,1,1,0
981,3,female,48.6,2,2,37.0,C,5,0,1
987,2,male,10.6,0,4,13.82,C,5,0,0
996,3,female,18.6,3,2,16.51,C,6,0,1
1000,1,male,58.5,2,3,15.23,C,6,0,0
1005,1,male,28.7,5,3,11.39,C,9,0,1
1009,2,male,14.4,1,4,40.76,C,6,0,0
1013,3,male,15.1,5,4,2.13,C,10,0,0
1018,3,male,12.4,3,0,66.15,C,4,0,1
1028,2,female,64.5,3,2,14.41,C,6,0,0
1030,3,male,24.0,0,0,28.92,C,1,1,0
1031,1,female,24.6,2,1,65.09,C,4,0,0
1033,2,male,39.2,1,0,7.92,C,2,0,0
1042,1,female,63.5,2,1,16.01,C,4,0,0
1045,3,female,13.7,3,4,4.87,C,8,0,0
1051,3,male,28.8,4,0,14.46,C,5,0,0
1054,3,male,35.2,2,4,22.74,C,7,0,1
1060,2,male,9.8,5,2,34.48,C,8,0,1
1063,2,male,33.4,1,4,8.82,C,6,0,0
1065,3,female,68.7,1,1,41.86,C,3,0,1
1072,3,male,28.3,2,2,31.44,C,5,0,0
1078,3,female,20.4,2,0,53.44,C,3,0,0
1080,3,female,24.7,3,0,23.64,C,4,0,1
1083,3,male,19.3,4,2,20.99,C,7,0,1
1086,3,female,39.5,0,1,8.58,C,2,0,0
1097,2,male,7.8,0,4,1.26,C,5,0,0
1098,3,male,24.4,4,4,1.08,C,9,0,1
1099,3,male,14.9,0,2,5.39,C,3,0,0
1104,3,male,22.6,2,1,21.99,C,4,0,1
1108,1,male,34.2,2,0,36.94,C,3,0,1
1111,1,female,36.2,2,2,1.5,C,5,0,0
1117,2,female,43.7,1,2,2.19,C,4,0,1
1124,3,female,37.2,4,4,1.73,C,9,0,1
1128,3,male,23.8,0,4,72.69,C,5,0,0
1144,3,female,26.7,4,0,16.56,C,5,0,0
1149,3,male,17.4,0,0,13.52,C,1,1,1
1167,3,male,5.3,2,3,35.42,C,6,0,0
1170,1,male,25.0,5,1,27.46,C,7,0,0
1174,3,male,28.3,2,0,60.84,C,3,0,1
1179,1,female,38.7,5,3,34.66,C,9,0,0
1182,2,male,39.1,3,4,12.82,C,8,0,1
1186,2,female,19.8,1,1,64.72,C,3,0,1
1190,3,male,31.0,0,3,4.02,C,4,0,0
1191,1,male,23.7,2,2,4.53,C,5,0,0
1193,3,female,42.8,1,0,3.97,C,2,0,1
1196,3,female,38.4,4,0,10.18,C,5,0,1
1201,3,male,29.9,0,1,147.93,C,2,0,0
1203,3,female,32.3,2,1,37.74,C,4,0,0
1206,3,male,21.2,0,3,8.23,C,4,0,1
1209,2,male,34.5,1,3,64.6,C,5,0,1
1216,1,male,27.7,1,3,0.77,C,5,0,0
1222,2,female,10.7,1,1,20.89,C,3,0,0
1225,3,male,39.5,0,0,8.64,C,1,1,1
1226,1,male,19.5,5,0,27.94,C,6,0,0
1228,1,female,15.9,3,3,16.59,C,7,0,1
1231,1,male,27.3,3,2,56.55,C,6,0,0
1233,2,female,13.3,0,0,64.99,C,1,1,0
1238,3,male,20.7,4,3,25.68,C,8,0,1
1241,3,male,34.2,5,0,47.24,C,6,0,1
1253,1,male,13.6,0,1,46.75,C,2,0,0
1255,3,male,29.6,5,4,23.64,C,10,0,0
1258,1,male,41.6,1,2,104.86,C,4,0,0
1263,3,female,5.2,3,1,13.86,C,5,0,0
1271,3,male,38.7,2,2,28.71,C,5,0,1
1280,2,male,36.0,4,3,46.14,C,8,0,0
1287,3,female,11.9,2,3,25.2,C,6,0,0
1291,1,female,43.3,2,2,29.02,C,5,0,0
1293,3,female,23.6,1,4,24.33,C,6,0,1
1299,3,male,22.0,1,2,3.29,C,4,0,1
1301,3,female,29.9,4,4,2.09,C,9,0,1
1302,2,male,23.9,2,2,55.26,C,5,0,0
1303,2,female,32.0,0,0,6.11,C,1,1,0
1311,3,female,54.3,0,0,15.45,C,1,1,1
1312,1,male,37.0,2,4,8.74,C,7,0,0
1317,3,female,28.3,2,1,25.56,C,4,0,1
1322,3,male,32.0,3,3,1.77,C,7,0,1
1326,1,male,13.0,4,0,11.41,C,5,0,0
1329,3,male,41.9,2,2,108.65,C,5,0,0
1331,3,female,45.0,4,2,1.91,C,7,0,1
1345,3,male,12.3,3,1,36.04,C,5,0,0
1346,2,male,27.0,1,0,15.52,C,2,0,0
1347,1,male,24.3,5,1,25.5,C,7,0,0
1349,1,female,42.0,4,4,24.77,C,9,0,0
1372,2,male,32.0,3,4,59.99,C,8,0,1
1382,3,female,22.4,1,2,29.95,C,4,0,1
1389,1,female,37.8,0,4,30.37,C,5,0,0
1391,2,male,25.3,2,2,0.96,C,5,0,0
1393,1,female,41.6,0,2,20.22,C,3,0,0
1400,3,male,4.7,5,0,9.08,C,6,0,0
1411,3,male,46.3,1,3,30.59,C,5,0,0
1412,3,male,40.2,0,4,14.47,C,5,0,0
1421,2,female,11.7,5,3,45.86,C,9,0,0
1431,3,male,31.8,3,2,2.86,C,6,0,0
1435,3,male,41.4,2,3,36.95,C,6,0,0
1439,2,male,27.4,3,2,6.65,C,6,0,1
1445,3,male,36.3,3,3,8.08,C,7,0,0
1453,3,male,37.5,5,1,6.37,C,7,0,0
1466,3,female,22.9,0,3,1.11,C,4,0,1
1467,1,female,26.9,0,2,13.04,C,3,0,0
1469,1,male,14.4,4,1,29.43,C,6,0,1
1473,2,female,34.8,3,2,7.84,C,6,0,0
1476,1,female,44.8,4,2,151.57,C,7,0,1
1481,3,female,14.9,2,0,34.22,C,3,0,0
1491,1,male,27.2,2,1,53.39,C,4,0,0
1494,1,male,35.4,2,3,4.9,C,6,0,0
1502,3,male,35.9,3,1,43.99,C,5,0,0
1503,2,male,46.4,2,0,14.99,C,3,0,0
1507,2,male,18.7,5,4,12.63,C,10,0,0
1515,3,male,43.3,2,1,24.33,C,4,0,0
1520,1,female,48.4,0,0,5.06,C,1,1,0
1521,3,male,20.8,2,1,2.64,C,4,0,1
1531,3,male,18.5,2,2,30.52,C,5,0,0
1534,2,female,28.6,2,3,9.71,C,6,0,0
1537,2,female,18.2,5,4,12.7,C,10,0,1
1543,3,female,29.3,4,3,78.04,C,8,0,0
1558,3,male,41.7,2,0,26.98,C,3,0,1
1574,1,female,0.0,5,2,16.88,C,8,0,0
1575,3,male,17.2,5,2,66.23,C,8,0,0
1580,3,female,31.9,0,3,77.75,C,4,0,0
1583,3,female,39.3,2,4,37.9,C,7,0,0
1589,2,female,41.8,4,0,41.6,C,5,0,1
1598,3,male,0.0,2,2,10.96,C,5,0,0
1600,2,male,40.0,3,4,1.36,C,8,0,0
1601,3,male,12.2,1,0,57.51,C,2,0,0
1604,1,female,36.0,1,4,23.77,C,6,0,0
1606,3,male,27.4,5,2,9.37,C,8,0,0
1607,3,male,19.8,3,1,26.21,C,5,0,1
1608,1,male,13.9,3,2,29.54,C,6,0,0
1610,2,female,42.1,2,3,32.1,C,6,0,1
1614,3,male,36.4,4,1,14.68,C,6,0,0
1620,3,male,11.7,2,4,7.56,C,7,0,0
1627,3,male,25.8,1,1,3.89,C,3,0,0
1634,2,female,12.3,1,1,45.66,C,3,0,1
1638,2,female,43.8,0,2,10.15,C,3,0,1
1644,3,male,23.4,0,2,11.74,C,3,0,0
1647,2,female,21.7,5,3,52.31,C,9,0,1
1648,1,female,53.1,2,3,12.62,C,6,0,1
1653,3,female,8.4,2,0,20.31,C,3,0,0
1658,1,male,34.8,0,4,2.46,C,5,0,0
1662,3,male,23.6,3,1,11.57,C,5,0,1
1667,3,female,7.2,4,3,23.34,C,8,0,1
1673,3,male,32.0,1,3,3.31,C,5,0,1
1677,2,female,19.8,4,0,112.78,C,5,0,0
1682,1,female,10.1,5,1,3.66,C,7,0,1
1688,3,male,41.3,1,1,11.15,C,3,0,0
1695,3,male,23.9,0,2,4.16,C,3,0,0
1708,3,male,26.8,3,0,17.47,C,4,0,0
1713,3,female,37.6,1,0,38.06,C,2,0,0
1732,2,male,22.2,0,4,50.21,C,5,0,0
1737,3,male,5.4,2,0,15.58,C,3,0,0
1743,3,female,19.7,1,3,3.1,C,5,0,0
1754,3,male,27.4,5,3,2.48,C,9,0,1
1757,3,male,45.6,5,3,9.95,C,9,0,0
1763,3,female,15.3,2,3,11.05,C,6,0,0
1780,2,female,27.4,4,2,3.29,C,7,0,0
1788,3,female,28.9,1,1,15.11,C,3,0,0
1791,1,male,25.0,4,3,17.98,C,8,0,1
1796,1,female,46.4,4,1,45.94,C,6,0,1
1803,3,male,14.0,1,0,6.65,C,2,0,0
1807,3,female,25.7,3,0,30.54,C,4,0,0
1820,1,male,22.6,2,4,17.98,C,7,0,0
1828,1,male,22.4,5,3,50.2,C,9,0,1
1830,3,male,11.9,5,2,13.12,C,8,0,1
1832,3,female,5.4,3,1,62.87,C,5,0,0
1833,3,female,20.2,0,1,6.53,C,2,0,1
1837,3,female,32.9,2,4,9.09,C,7,0,0
1839,3,male,45.4,0,4,11.97,C,5,0,0
1842,3,female,33.8,5,0,3.22,C,6,0,0
1856,3,male,22.2,3,4,0.95,C,8,0,1
1867,2,male,36.8,2,0,0.5,C,3,0,0
1876,1,female,30.7,2,1,39.62,C,4,0,0
1877,2,male,11.7,5,3,109.56,C,9,0,0
1880,3,male,34.1,5,0,5.84,C,6,0,1
1888,2,male,24.3,2,0,3.95,C,3,0,1
1897,2,male,28.5,5,2,111.59,C,8,0,0
1904,3,male,41.3,1,2,52.03,C,4,0,1
1905,3,male,61.3,4,0,30.52,C,5,0,0
1908,3,male,19.3,3,0,10.28,C,4,0,0
1915,3,male,3.9,4,0,4.78,C,5,0,1
1922,3,male,32.3,2,1,8.78,C,4,0,0
1927,2,female,50.4,2,4,31.73,C,7,0,0
1930,3,male,22.4,1,1,49.39,C,3,0,0
1932,1,male,28.8,3,2,27.51,C,6,0,0
1942,2,male,39.0,2,1,20.81,C,4,0,1
1945,1,male,35.6,3,4,50.28,C,8,0,0
1952,3,male,25.6,2,0,30.57,C,3,0,0
1954,3,male,28.9,1,1,44.74,C,3,0,1
1964,3,female,31.5,0,0,3.01,C,1,1,0
1967,1,female,20.3,3,0,1.57,C,4,0,0
1968,3,female,41.7,2,2,8.51,C,5,0,0
1970,2,female,33.4,4,4,24.97,C,9,0,0
1973,3,male,42.6,4,0,20.15,C,5,0,0
1974,1,female,37.0,3,4,32.45,C,8,0,0
1975,3,male,20.1,2,4,0.99,C,7,0,1
1987,2,female,38.7,1,4,2.8,C,6,0,0
1992,3,male,35.3,1,2,106.89,C,4,0,0
1993,1,male,50.6,5,4,70.95,C,10,0,0
1999,1,male,32.4,1,2,38.93,C,4,0,0
2000,3,male,23.9,0,3,92.12,C,4,0,0
2007,2,female,27.2,1,0,37.53,C,2,0,1
2022,3,male,19.3,5,1,45.35,C,7,0,1
2023,1,female,26.0,4,2,32.97,C,7,0,0
2026,3,male,19.3,4,3,71.51,C,8,0,1
2027,3,male,37.2,2,2,11.31,C,5,0,1
2032,2,male,33.1,5,2,50.77,C,8,0,0
2033,3,male,25.7,5,0,2.62,C,6,0,1
2044,1,female,18.9,2,1,36.96,C,4,0,1
2048,3,female,32.6,1,3,24.68,C,5,0,0
2051,1,male,23.7,5,0,23.64,C,6,0,0
2057,3,male,22.8,4,2,48.57,C,7,0,0
2064,3,male,32.7,1,2,5.22,C,4,0,0
2065,3,male,34.4,1,1,13.62,C,3,0,1
2071,3,male,43.7,2,2,35.95,C,5,0,0
2077,2,female,35.6,4,3,8.0,C,8,0,0
2087,2,female,27.6,3,1,31.31,C,5,0,1
2088,3,female,34.8,0,3,17.59,C,4,0,1
2089,3,male,32.4,4,0,18.49,C,5,0,0
2105,3,male,13.8,1,0,2.11,C,2,0,0
2106,3,male,3.9,4,3,19.74,C,8,0,1
2108,3,male,11.5,0,4,9.36,C,5,0,0
2114,3,female,29.7,1,1,8.01,C,3,0,1
2126,1,male,63.8,3,1,53.94,C,5,0,1
2128,2,male,23.5,4,0,7.76,C,5,0,1
2131,1,male,35.9,2,0,11.19,C,3,0,0
2143,3,female,33.4,1,3,47.36,C,5,0,0
2147,1,male,32.2,5,2,0.85,C,8,0,0
2154,3,male,19.5,2,2,94.55,C,5,0,0
2157,3,male,35.7,1,4,63.23,C,6,0,0
2158,3,male,22.1,3,3,98.04,C,7,0,0
2160,3,male,29.7,2,2,23.21,C,5,0,1
2163,3,male,22.1,2,3,4.12,C,6,0,1
2167,3,female,6.5,2,0,19.27,C,3,0,0
2168,3,male,34.2,1,1,28.69,C,3,0,1
2179,3,female,34.4,4,1,5.61,C,6,0,0
2182,3,female,28.7,5,0,18.81,C,6,0,0
2184,1,female,31.5,5,2,33.4,C,8,0,1
2190,1,male,15.5,2,0,24.46,C,3,0,0
2192,2,male,20.8,4,3,39.41,C,8,0,1
2200,3,female,55.4,1,1,6.11,C,3,0,1
2207,3,male,53.6,2,3,3.31,C,6,0,1
2209,3,male,19.5,1,0,2.01,C,2,0,1
2213,1,male,20.6,4,1,96.38,C,6,0,1
2214,3,male,47.8,1,2,8.86,C,4,0,1
2218,3,female,41.5,0,4,9.9,C,5,0,1
2228,3,female,1.4,2,2,21.03,C,5,0,0
2249,3,male,41.5,5,2,35.06,C,8,0,0
2257,3,male,3.2,3,4,20.86,C,8,0,0
2259,3,male,22.7,3,3,13.34,C,7,0,0
2267,3,male,49.0,3,3,6.89,C,7,0,1
2272,3,female,31.5,4,0,42.02,C,5,0,0
2274,2,male,41.4,0,2,7.24,C,3,0,1
2277,3,male,52.3,3,2,37.19,C,6,0,0
2280,2,male,0.0,4,2,10.92,C,7,0,0
2283,3,female,43.4,3,3,5.49,C,7,0,0
2296,3,male,46.2,1,1,56.88,C,3,0,0
2298,3,male,40.0,4,3,4.87,C,8,0,0
2302,1,female,48.7,5,1,18.37,C,7,0,0
2304,3,female,21.3,1,1,0.23,C,3,0,1
2325,3,male,29.7,1,1,26.85,C,3,0,1
2327,2,male,18.3,2,0,28.01,C,3,0,0
2336,1,female,22.3,3,0,25.6,C,4,0,0
2337,2,female,14.9,3,4,84.04,C,8,0,0
2342,3,male,38.1,3,2,6.52,C,6,0,0
2344,2,female,22.5,4,3,23.69,C,8,0,1
2348,3,female,23.9,4,4,3.43,C,9,0,0
2354,2,male,22.5,2,3,17.17,C,6,0,1
2359,3,female,35.5,5,1,13.21,C,7,0,0
2360,3,female,39.1,3,2,130.33,C,6,0,0
2361,1,male,14.8,3,1,17.56,C,5,0,0
2363,1,male,21.5,3,2,1.14,C,6,0,0
2364,3,male,16.9,0,4,48.16,C,5,0,0
2370,1,male,9.9,3,2,15.61,C,6,0,1
2383,3,male,18.2,1,1,6.69,C,3,0,0
2391,3,male,30.4,3,1,40.33,C,5,0,0
2392,3,female,6.2,5,3,57.55,C,9,0,0
2395,3,male,38.1,0,3,29.28,C,4,0,0
2399,3,male,50.9,5,0,0.91,C,6,0,1
2401,3,female,38.8,4,4,1.66,C,9,0,0
2407,3,female,30.8,2,0,8.21,C,3,0,0
2413,1,female,26.4,1,3,3.59,C,5,0,0
2414,1,female,42.0,1,0,62.59,C,2,0,0
2415,3,male,14.4,3,0,38.82,C,4,0,1
2430,3,male,0.7,5,1,2.94,C,7,0,0
2436,2,male,6.7,0,3,56.75,C,4,0,0
2439,3,male,25.8,0,2,58.04,C,3,0,0
2444,1,female,33.0,5,1,18.09,C,7,0,0
2448,2,male,47.0,3,1,13.48,C,5,0,0
2454,2,male,11.9,0,0,11.14,C,1,1,0
2457,2,female,44.4,2,2,104.18,C,5,0,1
2460,1,female,18.5,4,0,99.96,C,5,0,1
2462,3,male,23.4,1,1,3.46,C,3,0,1
2472,3,female,27.0,4,3,34.93,C,8,0,1
2479,1,male,37.7,3,0,9.18,C,4,0,1
2480,3,male,15.5,5,0,27.22,C,6,0,0
2486,3,male,16.1,5,3,30.99,C,9,0,0
2489,3,male,12.0,5,2,66.63,C,8,0,0
2498,3,female,7.4,1,2,4.78,C,4,0,1
2501,2,male,15.6,1,4,0.65,C,6,0,1
2502,3,female,25.3,5,0,85.32,C,6,0,0
2505,3,male,23.0,5,1,3.39,C,7,0,0
2509,3,male,38.6,1,4,4.46,C,6,0,1
2515,3,male,50.4,3,4,106.96,C,8,0,1
2533,3,female,21.2,4,1,69.15,C,6,0,0
2544,3,male,39.0,0,1,6.08,C,2,0,0
2549,3,female,7.6,4,0,4.04,C,5,0,0
2554,3,male,33.5,2,4,2.06,C,7,0,0
2563,1,female,27.4,5,4,6.59,C,10,0,0
2579,3,male,47.6,3,2,6.49,C,6,0,1
2582,1,male,38.4,5,1,3.14,C,7,0,0
2584,2,male,18.6,4,4,4.24,C,9,0,0
2587,3,female,45.7,4,1,38.32,C,6,0,1
2589,3,male,12.0,2,1,15.42,C,4,0,1
2592,1,female,28.4,2,2,21.26,C,5,0,0
2593,1,male,48.8,0,3,6.44,C,4,0,0
2594,3,male,12.1,3,4,70.79,C,8,0,0
2615,2,female,27.1,0,4,22.05,C,5,0,0
2618,3,male,28.1,0,0,64.59,C,1,1,1
2622,3,male,33.4,2,2,6.52,C,5,0,0
2623,3,female,29.2,3,3,25.95,C,7,0,1
2624,3,female,23.8,5,0,65.41,C,6,0,0
2636,1,male,15.9,1,0,13.24,C,2,0,1
2637,1,female,41.7,3,1,14.14,C,5,0,1
2643,1,female,20.0,2,2,35.16,C,5,0,1
2645,3,female,21.7,2,4,12.18,C,7,0,0
2647,3,male,17.4,4,0,12.68,C,5,0,0
2651,1,male,40.9,4,4,6.3,C,9,0,0
2658,1,male,16.2,2,2,6.59,C,5,0,0
2659,3,male,0.3,4,0,25.99,C,5,0,1
2663,3,male,32.8,5,2,152.92,C,8,0,1
2665,1,female,36.9,1,0,115.22,C,2,0,0
2666,3,female,30.0,0,4,33.27,C,5,0,0
2672,3,male,27.5,4,0,21.25,C,5,0,1
2674,3,male,26.0,2,3,26.12,C,6,0,1
2676,3,male,44.8,2,4,0.87,C,7,0,0
